PARENT,PARENT SCOPE,CODE,NAME,NAME_EN,NAME_RU,NAME_AR,BUDGET,ACTUAL
14,3132|313|31|3,1.313214.920,"שרתים,מזכירים-תקוע","Maintenance, secretaries, Tkoa settlement",,,180000,250103.79
14,3132|313|31|3,1.313214.921,מ.חנוך-ח.משלים-תקוע,"Supplemental education program, Tkoa settlement- Ministry of Educaiton payments",,,10000,7514.75
14,3132|313|31|3,1.313214.922,סייעות טיפוליות-ביס תקו,Therapy assistants Tkoa school,,,70000,98048.44
14,3132|313|31|3,1.313214.924,מ.חינוך-השת.בטיולים-תקוע,Tkoa school trips - Ministry of Education payments,,,0,0
15,3132|313|31|3,1.313215.420,הורים-ח.משלים-אזורי בנות,Supplemental educuation program Regional School for Girls - parent payments,,,0,0
15,3132|313|31|3,1.313215.421,שונות ח.משלים-אזורי בנות,Supplemental education program Regional School for Girls - misc.,,,0,0
15,3132|313|31|3,1.313215.920,"שרתים,מזכירים-אזורי בנות","Maintenance, secretaries Regional School for Girls",,,0,0
15,3132|313|31|3,1.313215.921,מ.חנוך-ח.משלים-אזורי בנות,Supplemental education program Regional School for Girls - Ministry of Education payments,,,0,0
15,3132|313|31|3,1.313215.922,סייעות שונות-אזורי בנות,Misc assistants Regional School for Girls,,,0,0
15,3132|313|31|3,1.313215.923,מ.חנוך-פרויקט יהדות-אזורי בנות,Judaism Project Regional School for Girls - Ministry of Education payments,,,0,0
15,3132|313|31|3,1.313215.924,מ.חינוך-השת.בטיולים-בנות,School trips - Regional School for Girls - Ministry of Education payments,,,0,0
20,3132|313|31|3,1.313220.430,אגרת הוצ.חנוך-ילדי חוץ,School expenditure fee - external students ,,,450000,513059
20,3132|313|31|3,1.313220.431,סייעות לילדי רשויות חוץ,Assistants for students from external communities,,,0,0
20,3132|313|31|3,1.313220.790,השתתפות מוסדות בחנוך,Institutional payments in education,,,0,0
20,3132|313|31|3,1.313220.921,חנוך משלים ושר.אחרים,Supplemental educational programs and other ,,,0,92152
20,3132|313|31|3,1.313220.922,סייעות טיפוליות-ביס שונ,Therapy assistants - various schools,,,150000,161163.75
21,3132|313|31|3,1.313221.420,הורים-ח.משלים-מ.עמוס,Supplemental education program Maale Amos school - parent payments,,,0,3099.1
21,3132|313|31|3,1.313221.920,שרתים מזכירים-ביס מ.עמו,"Maintenance, secretaries - Maale Amos school",,,220000,230171.1
21,3132|313|31|3,1.313221.921,מ.חנוך-ח.משלים-מ.עמוס,Supplemental education program Maale Amos settlement- Ministry of Education payments,,,0,0
21,3132|313|31|3,1.313221.924,מ.חינוך-השת.בטיולים-מ.עמוס,School trips Maale Amos settlement- Ministry of Education payments,,,0,0
22,3132|313|31|3,1.313222.420,השת.הורים-ח.משלים-תת ב',Supplemental education program Talmud Tora Bat Ayin- parent payments,,,2000,4523.6
3134,313|31|3,1.313400.420,"השתתפות הורים-בי""ס אפיקים למחוננים",Afikim School for Gifted Children - parent payments,,,0,28837.5
3134,313|31|3,1.313400.430,"השתתפות רשויות-ב""ס אפיקים-מחוננים",Afikim School for Gifted Children - authorities' payments,,,0,0
3134,313|31|3,1.313400.920,"שרתים,מזכירים-בי""ס אפיקים למחוננים","Maintenance, secretaries - Afikim School for Gifted Children",,,0,0
3134,313|31|3,1.313400.923,"מ.חנוך-השת.שכ""ד-ב""ס אפיקים-מחוננים",Afikim School for Gifted Children rent - Ministry of Education payments,,,0,0
3171,,1.317100.920,קב'ט ושמירת מוס'ח-מ.חנו,Security officer and guarding educational institutions - Ministry of Education payments,,,150000,157242.61
3171,,1.317100.980,אבטחת מוסדות חינוך-משטר,Security of education institutions - Police,,,1200000,1168713.84
3173,,1.317300.790,השת.קג'ע-פסיכולוג מעונו,Psychologist residence - payments by,,,25000,15833
3173,,1.317300.920,שפ'י והדרכת פסיכולוג,Educational psychology service and training ,,,760000,749157.32
3174,317|31|3,1.317400.940,בריאות השן-משרד הבריאות,Dental health - Ministry of Health,,,0,30988
3177,,1.317700.920,קב'ס-השת.משרד החנוך,Dropout prevention officer - Ministry of Education payments,,,100000,106978.87
3177,,1.317700.921,קידום נוער-מ.חנוך,Youth cultivation - Ministry of Education ,,,70000,206253.72
3177,,1.317700.922,מועדוניות קב'ס-מ.חינוך,Dropout prevention after-school facility,,,100000,111901.99
3178,,1.317800.920,הסעות תלמידים-חינוך,Student transportation - Ministry of Education,,,17570000,21431531.52
322,,1.322000.920,"ת.תורנית,ב.נער,שונ.מ.חינוך למתנס","Misc Ministry of Education payments of the culture, youth and sports center",,,80000,72328
322,,1.322000.980,משרד התרבות למתנס,"Ministry of Culture and Sport payments fo the culture, youth and sports center",,,0,0
323,,1.323000.920,ספריות ציבוריות,Public libraries,,,110000,207000
3323,,1.332300.490,דמי טיפול-מרפ.שיניים,Treatment fees - dental clinic,,,356000,373331
336,,1.336000.490,דמי הסעת חולים-באמב.,Ambulance patient transportation fee,,,60000,16262.19
336,,1.336000.790,השת.מד'א בהסעת חולים,Patient transportation -  Magen David  Adom (Red Magen David) payment,,,5000,0
336,,1.336000.940,השת.מ.בריאות-בהסעת חולי,Patient transportation - Ministry of Health payment,,,50000,57736
341,,1.341000.930,שכר וארגוניות-מינהל-ישן,Salary and organizationals - old administration ,,,0,0
341,34|3,1.341000.980,השתתפות במצילה-משטרה,Crime prevention and violence reduction coordinator - State police payments,,,0,0
01,341|34|3,1.341001.930,שכר עובדי המחלק.לש'ח,Social service department employee salaries,,,625000,689854
02,341|34|3,1.341002.930,הוצאות מנהליות-הכ.,Administrative expenses - ??,,,0,0
03,341|34|3,1.341003.930,כ'א לחינוך המיוחד-הכ.,Human resources for special education - ??,,,36000,25448
04,341|34|3,1.341004.930,פעולות ארגוניות-הכ.,Organizational activities - ??,,,0,644
05,341|34|3,1.341005.930,מיחשוב מחלקת הרווחה,Computerizing the welfare department ,,,0,16500
342,,1.342000.420,רווחה כללי-השתתפות עצמי,Welfare general - deductable ,,,0,0
01,3422|342|34|3,1.342201.930,מקלטים לנשים מוכות,Battered Women shelters,,,9000,0
02,3422|342|34|3,1.342202.420,משפחות במצוקה בקהילה-השת.עצמית,Assistance program for families in distress in the community - deductable,,,0,1111
02,3422|342|34|3,1.342202.930,משפחות במצוקה בקהילה,Assistance program for families in distress in the community  ,,,31000,43100
04,3422|342|34|3,1.342204.930,סיוע למשפחות עם ילדי א.,Assistance for families with ?? children,,,35000,31013
07,3422|342|34|3,1.342207.930,סיוע חד פעמי לחימום,One time assistance with heating expenses,,,3000,0
3424,,1.342400.930,מרכזי טיפול באלימות,Violence therapy center,,,15000,2075
01,3424|342|34|3,1.342401.930,טיפול בפרט ובמשפחה,Individual and family therapy,,,0,0
01,3435|343|34|3,1.343501.420,טפ.במשפחות אומנה-השת.עצ,Foster family therapy - deductable,,,0,0
01,3435|343|34|3,1.343501.930,טיפול במשפחות אומנה,Foster family therapy ,,,68000,43213
02,3435|343|34|3,1.343502.420,טיפול בילד בקהילה-השת.ע,Child therapy in the community - deductable,,,0,12928.34
02,3435|343|34|3,1.343502.930,טיפול בילד בקהילה,Child therapy in the community,,,124000,253667
03,3435|343|34|3,1.343503.930,יצירת קשר הורים-ילדים,Creating a parent-child bond ,,,3000,8024
04,3435|343|34|3,1.343504.930,טיפול בילדים בסיכון,Therapy for children at risk,,,16000,16976
05,3435|343|34|3,1.343505.420,טפ.בפגיעות מיניות-הש.עצ,Therapy for victims of sexual abuse - deductable,,,0,0
05,3435|343|34|3,1.343505.930,טיפול בפגיעות מיניות,Therapy for victims of sexual abuse ,,,20000,86265
06,3435|343|34|3,1.343506.420,בדיק.פסיכולוגיות-השת.עצ,Psychological evaluation - deductable,,,0,550
06,3435|343|34|3,1.343506.930,בדיקות פסיכולוגיות,Psychological evaluation,,,0,4200
07,3435|343|34|3,1.343507.930,מרכזי הורים - ילדים,Parent-children centers,,,0,1050
01,3438|343|34|3,1.343801.420,אח.ילדים בפנימיות-השת.ע,Care for boarding school children - deductable ,,,37000,13264.99
01,3438|343|34|3,1.343801.930,אחזקת ילדים בפנימיות,Care for boarding school children ,,,327000,202509
02,3438|343|34|3,1.343802.420,עם הפנים לקהילה-השת.עצמ,"State reform program for children at risk ""Community Plan"" - deductable",,,20000,78123.5
02,3438|343|34|3,1.343802.421,עם פנים קהילה-ה.עצ.ליא+,"State reform program for children at risk ""Community Plan"" -  ??",,,8000,9229
02,3438|343|34|3,1.343802.422,עם פנים קהילה-הש.עצ.מוע,"State reform program for children at risk ""Community Plan"" - council payments",,,30000,0
02,3438|343|34|3,1.343802.930,תכנית עם הפנים לקהילה,"State reform program for children at risk ""Community Plan"" ",,,123000,83768
3439,,1.343900.930,ילדים במעונות יום,Children in daycare centers,,,118000,189537
3439,343|34|3,1.343900.931,ילדים במעונות יום-ילדי חוץ,Children in daycare centers - external children,,,0,0
01,3443|344|34|3,1.344301.420,אח'זקנים במעונות-הש.עצמ,Elderly housing - deductable,,,46000,0
01,3443|344|34|3,1.344301.930,אחזקת זקנים במעונות,Elderly housing,,,75000,109719
02,3443|344|34|3,1.344302.420,נופשון לזקן-השתת.עצמית,Short term respite care for the elderly - deductable,,,0,0
02,3443|344|34|3,1.344302.930,נופשון לזקן,Short term respite care for the elderly ,,,3000,0
01,3444|344|34|3,1.344401.420,מועדונים לזקנים השת.צד ג',Elderly clubs - 3rd party deductable,,,0,0
01,3444|344|34|3,1.344401.930,מועדונים לזקנים,Elderly clubs ,,,20000,10576
02,3444|344|34|3,1.344402.420,טפ.בזקן בקהילה-השת.עצמי,Treatment of the elderly in the community - deductable,,,1000,0
02,3444|344|34|3,1.344402.930,טיפול בזקן בקהילה,Treatment of the elderly in the community program ,,,18000,5704
03,3444|344|34|3,1.344403.420,מועדונים תוכ.העשרה-השת.עצמית,Elderly clubs enrichment programs - deductable,,,0,0
03,3444|344|34|3,1.344403.930,מועדונים תוכ.העשרה,Elderly clubs center enrichment programs,,,5000,27029
05,3444|344|34|3,1.344405.930,מרכזי ועדות-חוק סעוד,Committee coordinators - Nursing Law impelementation ,,,0,20202
06,3444|344|34|3,1.344406.930,טיפ.שיניים ומכ.לקשיש,Dental services for the elderly,,,0,0
07,3444|344|34|3,1.344407.420,שירותים לניצולי שואה-השת.עצמית,Holocaust survivor services - deductable,,,0,0
07,3444|344|34|3,1.344407.930,שירותים לניצולי שואה,Holocaust survivor services,,,0,0
01,3445|344|34|3,1.344501.420,מועדונים מועשרים-השת.עצמית,Enriched clubs for the elderly (where there are no day care centers) - deductable,,,0,0
01,3445|344|34|3,1.344501.930,מועדונים מועשרים,Enriched clubs for the elderly (where there are no day care centers) ,,,0,107117
01,3451|345|34|3,1.345101.420,סד.מפג.במוסדות-השת.עצמי,Arrangements for the mentally retarded in institutions - deductable,,,19000,1068
01,3451|345|34|3,1.345101.930,סדור מפגרים במוסדות,Arrangements for the mentally retarded in institutions ,,,548000,856745
02,3451|345|34|3,1.345102.420,טיפול בהורים ובילדים-השת.עצמית,Child and parent therapy   - deductable,,,0,501
02,3451|345|34|3,1.345102.930,טיפול בהורים ובילדים,Child and parent therapy  ,,,21000,5360
04,3451|345|34|3,1.345104.420,נופשונים וקייטנות-הש.עצ,Respite and summer day camps   - deductable,,,1000,1594
04,3451|345|34|3,1.345104.930,נופשונים וקייטנות,Respite and summer day camps   ,,,1000,1391
05,3451|345|34|3,1.345105.930,משפחות אומנה למפגר,Foster families for the mentally retarded,,,0,6750
06,3451|345|34|3,1.345106.930,מ.יום שיקומי לאוטיסט,Rehabilitation daycare center for the autistic,,,0,33717
07,3451|345|34|3,1.345107.930,החזקת אוטיסטים במסגרת,Maintaining the autistic in an organized setting ,,,0,0
01,3451|345|34|3,1.345201.420,מסגרות יום ארוך-השת.עצמ,Extended day settings - deductable,,,0,0
01,3452|345|34|3,1.345201.930,מסגרות יום ארוך,Extended day settings ,,,0,0
02,3452|345|34|3,1.345202.420,מפג.במעון טפולי-השת.עצמ,Theraputic daycare center for the mentally retarded - deductable,,,33000,60532
02,3452|345|34|3,1.345202.930,מפגרים במעון טפולי,Theraputic daycare center for the mentally retarded ,,,129000,162946
03,3452|345|34|3,1.345203.420,"מעשי""ם-השת.עצמי",Sheltered employment program for the mentally retarded - deductable,,,0,0
03,3452|345|34|3,1.345203.930,מעשי'ם,Sheltered employment program for the mentally retarded ,,,12000,23015
01,3453|345|34|3,1.345301.930,שרותים תומכים למפגר,Support services for the mentally retarded,,,30000,7773
02,3453|345|34|3,1.345302.420,נופשונים למפגר-השת.עצמי,Respite for the mentally retarted -deductable,,,0,3100.9
02,3453|345|34|3,1.345302.930,נופשונים למפגר,Respite for the mentally retarted  ,,,3000,12886
03,3453|345|34|3,1.345303.930,הסעות למ.יום למפגר,Transportation to daycare centers for the mentally retarded,,,0,9652
01,3453|345|34|3,1.346101.420,ילדים עוורים במוסדות-השת.עצמית,Blind children in institutions - deductable,,,0,12622
01,3461|346|34|3,1.346101.930,ילדים עוורים במוסדות,Blind children in institutions,,,0,27616
01,3463|346|34|3,1.346301.930,דמי ליווי לעוור,Guide for the blind - fee ,,,0,0
02,3463|346|34|3,1.346302.930,הדרכת עוור ובני ביתו,Training for the blind and their famillies,,,1000,1874
03,3463|346|34|3,1.346303.930,שיקום העיוור בקהילה,Rehabilitation of the blind in the community,,,1000,0
01,3464|346|34|3,1.346401.930,מפעלי שיקום לעוור,Vocational rehabilitation centers for the blind,,,0,0
3465,,1.346500.930,אחזקת נכים בפנימיות,Maintaining the physically disabled in boarding facilities,,,196000,218397
01,3466|346|34|3,1.346601.930,תעסוקה מוגנת למוגבלים,Sheltered employment for the physically disabled,,,31000,25061
02,3466|346|34|3,1.346602.420,מס.יום לילד מוגבל-השת.ע,"
Daycare center for physically disabled children - deductable",,,0,3235.6
02,3466|346|34|3,1.346602.930,מס.יום לילד המוגבל,Daycare center for physically disabled children,,,0,5998
02,3466|346|34|3,1.346602.931,מס.יום י.מוגבל-ילדי חוץ,Daycare center for physically disabled children - external children who do not live in Gush Etzion,,,0,0
01,3467|346|34|3,1.346701.930,תוכניות לילד החריג,Programs for the exceptional child,,,12000,4839
02,3467|346|34|3,1.346702.930,הסעות למעון יום שיקומי לנכים,Transportation to rehabilitation daycare for the physically disabled,,,76000,28049
03,3467|346|34|3,1.346703.420,מ.יום שקומי לנכים-השת.ע,Rehabilitation daycare center for the physically disabled - deductable,,,7000,22199.6
03,3467|346|34|3,1.346703.930,מ.יום שיקומי לנכים,Rehabilitation daycare center for the physically disabled  ,,,30000,87987
04,3467|346|34|3,1.346704.930,ליווי למ.יום שיקומי,Accompaniment to the rehabilitation daycare center,,,12000,0
05,3467|346|34|3,1.346705.420,נופשונים להבראה-השת.עצמ,Respite care - deductable,,,0,1590
05,3467|346|34|3,1.346705.930,נופשונים להבראה,Respite care,,,0,14462
06,3467|346|34|3,1.346706.930,חלופה למ.יום שיקומי לנכים,Alternative to rehabilitation daycare center for the physically disabled,,,0,0
07,3467|346|34|3,1.346707.930,תעסוקה נתמכת לנכים,Supported employment for the physically disabled,,,0,0
01,3468|346|34|3,1.346801.930,מרכזי איבחון ושיקום,Diagnosis and rehabilitation center,,,0,2356
02,3468|346|34|3,1.346802.420,שיקום נכים בקהילה-השת.עצמ.,Rehabilitation of the physically disabled in the community - deductable,,,0,0
02,3468|346|34|3,1.346802.930,שיקום נכים בקהילה,Rehabilitation of the physically disabled in the community ,,,7000,0
03,3468|346|34|3,1.346803.930,דמי תקשורת לחרשים,Communication fee for the deaf,,,0,0
04,3468|346|34|3,1.346804.930,מועדונים לעיוור,Clubs for the blind,,,0,1492
04,3471|347|34|3,1.347104.930,טיפול בנוער ובצעירים,Care for youth and adolecsents,,,15000,6947
05,3471|347|34|3,1.347105.420,טיפול בנערות במצוקה-השת.עצמ.,Care for adolecsent girls in distress - deductible,,,0,0
05,3471|347|34|3,1.347105.930,טיפול בנערות במצוקה,Care for adolecsent girls in distress ,,,5000,420
06,3471|347|34|3,1.347106.930,מקלטים לנערות,Shelters for girls,,,0,0
07,3471|347|34|3,1.347107.930,פרוייקט וינגייט,Wingate project ,,,0,0
02,3473|347|34|3,1.347302.930,טפול באלכוהוליסטים,Care for alchoholics,,,0,22591
03,3473|347|34|3,1.347303.930,סמים-טיפול בקהילה,Drug abuse - community care,,,9000,0
04,3473|347|34|3,1.347304.930,מ.יום לנוער-סמים,Youth day care center - drug abuse,,,0,21405
3474,347|34|3,1.347400.930,מפת'ן מקומי - החזקה,"Maintenance of the local ""Miftan"" project (youth employment factory)",,,0,0
01,3482|348|34|3,1.348201.420,לכידות חברתית-השת.עצמית,Social cohesion in the community - deductable,,,0,5265
01,3482|348|34|3,1.348201.930,לכידות חברתית,Social cohesion in the community ,,,100000,99169
02,3482|348|34|3,1.348202.930,הסעות במועצות אזוריות,Transportation in regional councils,,,12000,65715
01,349|34|3,1.349001.930,משפחות עולים במצוקה,Immigrant/olim families in distress,,,15000,1125
02,349|34|3,1.349002.930,מעונות יום - עולים,Daycare centers - immigrants/olim ,,,29000,18906
03,349|34|3,1.349003.420,ילדים במצוקה עולים-ה.עצ,Immigrant/olim children in distress - deductable,,,3000,2654
03,349|34|3,1.349003.930,ילדים במצוקה - עולים,Immigrant/olim children in distress,,,40000,8359
04,349|34|3,1.349004.930,טיפול בזקנים - עולים,Care for elderly - immigrants/olim,,,1000,1305
05,349|34|3,1.349005.930,עובדי שכונה - עולים,Neighborhood employees -  immigrants/olim,,,31000,31389
06,349|34|3,1.349006.930,טפול בצעירים - עולים,Care for  immigrants/olim youth,,,0,0
44,,1.440000.620,מכירת רכב וציוד,Sales of vehicles and equipment,,,0,0
44,,1.440000.650,הכנסות מרכב,Renenue from vehicles,,,155000,1419
47,,1.470000.220,אגרת ביוב,Sewage fee,,,2050000,1606123
47,,1.470000.590,העברה מקרן ביוב,ransfer from sewage fund,,,0,0
511,,1.511000.690,ריבית ודיבידנדים,Interest and dividends,,,70000,34540.59
513,,1.513000.510,החזר הוצ.שנים קודמות,Returns on expenses previous years,,,2000000,1214340.7
591,59|5,1.591000.590,החזרי קרן פיצויים,Returns - pension fund,,,0,0
591,59|5,1.591000.591,החזרי קרן פנסיה תקציבית,Returns - budgetary pension fund,,,0,0
6111,,1.611100.110,שכר נבחרים,Salaries of elected officials,,,1140000,1082066.01
6111,,1.611100.111,שכר הנהלה,Salaries - management,,,260000,279477.9
6111,,1.611100.513,נסיעות לחו'ל,Overseas travel,,,0,0
6111,,1.611100.532,מז.ר'מועצ4755963. מהשכרה,Car lease/rental (Mazda) - Administrative assistant of the Head of the Regional Council,,,50000,61219.27
6111,,1.611100.533,"ג'טה 8137770 סגן ר""מ-ליסינג והשכרה",Car lease/rental (VW Jetta) - Deputy Head of the Regional Council,,,0,47418.3
6111,,1.611100.534,"גרנדיס ר""מ 6350372 מ-4/12 ליסינג-קשר",Car lease/rental (Mitsubishi Grandis) - Head of the Regional Council,,,0,0
6111,,1.611100.750,עבודות קבלניות-הנהלה,Contracted projects - management,,,0,0
612,,1.612000.110,שכר מבקר המועצה,Salary - council auditor/comptroller ,,,172000,0
613,,1.613000.110,שכר מזכירות המועצה,Salary - council secretariate  ,,,690000,736738.89
613,,1.613000.420,תחזוקה-בנין המועצה,Maintenance - council building,,,60000,61302.92
613,,1.613000.422,נקיון ושמירה-בנין המועצה,Cleaning and security - council building ,,,70000,72946.98
613,,1.613000.430,"חשמל,מים,נקיון","Electricity, water, cleaning",,,150000,142792.27
613,,1.613000.440,ביטוח עובדים,Employee insurance,,,220000,249272.46
613,,1.613000.450,רהוט והחזקתו,Furniture and its maintenance,,,0,209
613,,1.613000.470,ציוד משרדי מתכלה,Parishable office equipment,,,70000,62628.7
613,,1.613000.510,אש'ל וכיבודים,Per diem and refreshments ,,,50000,73589.66
613,,1.613000.532,ניסן מוגן 14-267-35 קג',Armor protected Nissan 14-267-35,,,0,0
613,,1.613000.533,ניסן מוגן 14-793-35,Armor protected Nissan 14-793-35,,,45000,0
613,,1.613000.534,אוקטביה 27-270-10 מנכל,Skoda Octavia - General Manager ,,,0,3206
613,,1.613000.535,ג'טה27-370-67מנכל-ליסינ,VW Jetta - General Manager lease,,,75000,66710.84
613,,1.613000.536,פלואנס 4026979 מנכל-ליסינג 11/12,Renault Fluence - General Manager car lease 11/12,,,0,0
613,,1.613000.540,הוצאות תקשורת,Communication expenses,,,130000,143571.51
613,,1.613000.550,הוצאות פרסום,Publication expenses,,,1050000,1109762.63
613,,1.613000.580,הוצאות ארגוניות-קבועות,Fixed organizational expenses,,,310000,451505.56
613,,1.613000.581,ארגוניות-עובדים ושונות,Organizational expenses - employees and misc.,,,0,0
613,,1.613000.781,ועדים-מנהלה,Committees - administration,,,180000,181980
613,,1.613000.830,ארג.המועצות האזוריות,Organization of Regional Councils,,,60000,59922
613,,1.613000.831,האגודה לקידום האכלוס,The Association for the Promotion of Settlement,,,810000,808670
613,,1.613000.930,רכישת ציוד יסודי,Procurement of basic equipment,,,20000,21123.5
614,61|6,1.614000.550,יחסי ציבור פרסום והסברה,Public relations and publicity ,,,0,0
614,61|6,1.614000.750,ניהול פרוייקטים-יחסי ציבור,Project management - public relaitons,,,0,0
616,,1.616000.780,השתלמויות-הוצ.שונות,Continuing education - misc. expenses,,,50000,68863
