PARENT,PARENT SCOPE,CODE,NAME,NAME_EN,NAME_RU,NAME_AR,BUDGET,ACTUAL
36,6111|611|61|6,1.611136.110,משכורת כוללת,,,,3671000,3608265
33,6111|611|61|6,1.611133.124,החזר הוצאות,,,,266000,242834
35,6111|611|61|6,1.611135.126,הבראה,,,,213000,205404
36,6111|611|61|6,1.611136.127,השתתפות באחזקת רכב 034,,,,900000,902318
31,6111|611|61|6,1.611131.130,תשלומים מיוחדים,,,,645000,703028
33,6111|611|61|6,1.611133.181,מיסים וביטוח לאומי,,,,725000,711204
34,6111|611|61|6,1.611134.182,קופות גמל והשתלמות,,,,561000,574482
34,6111|611|61|6,1.611134.230,משימה חולפת01,,,,66000,71004
33,6111|611|61|6,1.611133.310,שעות נוספות רשומות,,,,116000,65887
38,6111|611|61|6,1.611138.412,מיסים ואגרות,,,,3000,1895
34,6111|611|61|6,1.611134.433,ביטוח,,,,83000,80269
38,6111|611|61|6,1.611138.461,צרכי משרד,,,,12000,2207
31,6111|611|61|6,1.611131.463,טלפונים,,,,20000,21202
39,6111|611|61|6,1.611139.510,נסיעות  ואש ל,,,,,0
33,6111|611|61|6,1.611133.521,הדרכה וכנסים,,,,5000,6264
34,6111|611|61|6,1.611134.522,גיבוש יחידתי,,,,5000,4900
35,6111|611|61|6,1.611135.531,אחזקת רכב,,,,0,0
37,6111|611|61|6,1.611137.533,שכירת רכב ורכב עירוני,,,,0,2396
38,6111|611|61|6,1.611138.534,דלק ושמן,,,,0,3887
33,6111|611|61|6,1.611133.610,כיבודים,,,,0,0
36,6111|611|61|6,1.611136.670,סעיף שאינו חוזר,,,,15000,487
34,6111|611|61|6,1.611134.693,מחשוב יחידתי,,,,70000,8039
36,6111|611|61|6,1.611136.751,עבודות ע י גו ח,,,,5000,38869
39,6111|611|61|6,1.611139.932,ציוד וריהוט משרדי,,,,1239000,2565
16,6111|611|61|6,1.611216.439,אחזקת בניני העיריה0השתתפות,,,,5000,1238504
12,6112|611|61|6,1.611212.670,סעיף שאינו חוזר,,,,5000,0
18,6112|611|61|6,1.611218.781,סל שירותים לחברי מועצה,,,,380000,376840
19,6112|611|61|6,1.611219.782,סל ועדות עירוניות,,,,40000,34165
27,6112|611|61|6,1.611227.110,משכורת כוללת,,,,147000,191731
24,6112|611|61|6,1.611224.124,החזר הוצאות,,,,6000,5550
26,6112|611|61|6,1.611226.126,הבראה,,,,6000,5343
27,6112|611|61|6,1.611227.127,השתתפות באחזקת רכב 0 1,,,,39000,37648
22,6112|611|61|6,1.611222.130,תשלומים מיוחדים,,,,38000,39241
24,6112|611|61|6,1.611224.181,מיסים וביטוח לאומי,,,,33000,38831
25,6112|611|61|6,1.611225.182,קופות גמל והשתלמות,,,,23000,22376
24,6112|611|61|6,1.611224.310,שעות נוספות רשומות,,,,24000,17038
25,6112|611|61|6,1.611225.433,ביטוח,,,,2000,1934
29,6112|611|61|6,1.611229.461,צרכי משרד,,,,40000,17282
21,6112|611|61|6,1.611221.462,ספרים ועתונים,,,,4000,520
22,6112|611|61|6,1.611222.463,טלפונים,,,,12000,1133
23,6112|611|61|6,1.611223.464,דאר,,,,2000,2597
24,6112|611|61|6,1.611224.610,כיבודים,,,,36000,31974
27,6112|611|61|6,1.611227.751,עבודה בקבלנות,,,,140000,144881
28,6112|611|61|6,1.611228.752,אבטחת ישיבות המועצה,,,,55000,42810
07,6121|612|61|6,1.612107.110,משכורת כוללת,,,,985000,936878
04,6121|612|61|6,1.612104.124,החזר הוצאות,,,,42000,39930
06,6121|612|61|6,1.612106.126,הבראה,,,,29000,29921
07,6121|612|61|6,1.612107.127,השתתפות באחזקת רכב0 5,,,,162000,148609
02,6121|612|61|6,1.612102.130,תשלומים מיוחדים,,,,52000,61175
04,6121|612|61|6,1.612104.181,מיסים וביטוח לאומי,,,,167000,165036
05,6121|612|61|6,1.612105.182,קופות גמל והשתלמות,,,,122000,136040
05,6121|612|61|6,1.612105.230,משימות חולפות0 1.2,,,,61000,66272
05,6121|612|61|6,1.612105.433,ביטוח,,,,21000,20309
06,6121|612|61|6,1.612106.434,תקוני מבנים  מתקנים ואינונטר,,,,20000,0
02,6121|612|61|6,1.612102.439,אחזקת בניני העיריה0השתתפות,,,,887000,886645
09,6121|612|61|6,1.612109.461,צרכי משרד,,,,20000,17474
01,6121|612|61|6,1.612101.462,ספרים ועתונים,,,,2000,1675
02,6121|612|61|6,1.612102.463,טלפונים,,,,9000,15908
03,6121|612|61|6,1.612103.464,דאר,,,,2000,710
05,6121|612|61|6,1.612105.522,גיבוש יחידתי,,,,2000,1080
08,6121|612|61|6,1.612108.541,אחזקת מכשירי קשר,,,,3000,822
04,6121|612|61|6,1.612104.610,כיבודים,,,,8000,5333
09,6121|612|61|6,1.612109.680,הוצאות   מיוחדות,,,,2000,0
03,6121|612|61|6,1.612103.691,מערכות מידע ומחשוב,,,,60000,85450
05,6121|612|61|6,1.612105.693,מחשוב יחידתי,,,,38000,15759
07,6121|612|61|6,1.612107.695,תקשורת  ציוד והתקנה,,,,2000,0
04,6121|612|61|6,1.612104.781,דמי חבר לארגונים ארציים ובי נ,,,,2000,800
05,6121|612|61|6,1.612105.782,דוח מבקר העיריה,,,,22000,15653
01,6121|612|61|6,1.612101.932,ציוד ורהוט משרדי,,,,10000,2725
04,6122|612|61|6,1.612204.110,משכורת כוללת,,,,1070000,1079517
01,6122|612|61|6,1.612201.124,החזר הוצאות,,,,23000,22351
03,6122|612|61|6,1.612203.126,הבראה,,,,22000,22769
04,6122|612|61|6,1.612204.127,השתתפות באחזקת רכב 0 4,,,,142000,138667
08,6122|612|61|6,1.612208.130,תשלומים מיוחדים,,,,18000,24371
01,6122|612|61|6,1.612201.181,מיסים וביטוח לאומי,,,,164000,170710
02,6122|612|61|6,1.612202.182,קופות גמל והשתלמות,,,,112000,110049
01,6122|612|61|6,1.612201.310,שעות נוספות רשומות,,,,29000,15416
07,6122|612|61|6,1.612207.510,נסיעות ואש ל,,,,3000,0
01,6122|612|61|6,1.612201.521,הדרכה וכנסים,,,,10000,4440
01,6122|612|61|6,1.612201.781,עבודות ע י גו ח0יעוץ מקצועי,,,,2206000,2505447
11,6131|613|61|6,1.613111.110,משכורת כוללת,,,,1347000,1301974
17,6131|613|61|6,1.613117.124,החזר הוצאות,,,,52000,44877
19,6131|613|61|6,1.613119.126,הבראה,,,,41000,43018
11,6131|613|61|6,1.613111.127,השתתפות באחזקת רכב 0 7,,,,215000,194485
15,6131|613|61|6,1.613115.130,תשלומים מיוחדים,,,,116000,136597
17,6131|613|61|6,1.613117.181,מיסים וביטוח לאומי,,,,245000,239965
18,6131|613|61|6,1.613118.182,קופות גמל והשתלמות,,,,165000,190102
17,6131|613|61|6,1.613117.310,שעות נוספות רשומות,,,,122000,41198
14,6131|613|61|6,1.613114.340,שעות נוספות מיוחדות,,,,57000,67597
18,6131|613|61|6,1.613118.433,ביטוח,,,,19000,18375
19,6131|613|61|6,1.613119.434,תקוני מבנים  מתקנים ואינונטר,,,,5000,348
15,6131|613|61|6,1.613115.439,אחזקת בניני העיריה0השתתפות,,,,238000,237905
13,6131|613|61|6,1.613113.461,צרכי משרד,,,,28000,12464
14,6131|613|61|6,1.613114.462,ספרים ועתונים,,,,6000,4169
15,6131|613|61|6,1.613115.463,טלפונים,,,,9000,14370
16,6131|613|61|6,1.613116.464,דאר,,,,3000,3767
14,6131|613|61|6,1.613114.510,נסיעות  ואש ל,,,,1000,44
17,6131|613|61|6,1.613117.521,הדרכה וכנסים,,,,4000,3999
18,6131|613|61|6,1.613118.522,גיבוש יחידתי,,,,2000,2000
19,6131|613|61|6,1.613119.531,אחזקת רכב,,,,15000,5608
12,6131|613|61|6,1.613112.533,שכירת רכב ורכב עירוני,,,,105000,97018
13,6131|613|61|6,1.613113.534,דלק ושמן,,,,58000,55607
12,6131|613|61|6,1.613112.541,אחזקת מכשירי קשר,,,,31000,16238
17,6131|613|61|6,1.613117.610,כבודים,,,,33000,26525
16,6131|613|61|6,1.613116.691,מערכות מידע ומחשוב,,,,100000,99960
18,6131|613|61|6,1.613118.693,מחשוב יחידתי,,,,6000,11001
13,6131|613|61|6,1.613113.753,הוצאות שונות,,,,13000,12468
14,6131|613|61|6,1.613114.932,ציוד ורהוט משרדי,,,,14000,12525
26,6131|613|61|6,1.613126.110,משכורת כוללת,,,,1337000,1521631
23,6131|613|61|6,1.613123.124,החזר הוצאות,,,,53000,61276
25,6131|613|61|6,1.613125.126,הבראה,,,,49000,50492
26,6131|613|61|6,1.613126.127,השתתפות באחזקת רכב 0 12,,,,173000,182778
21,6131|613|61|6,1.613121.130,תשלומים מיוחדים,,,,209000,205415
29,6131|613|61|6,1.613129.170,סעיף שאינו חוזר,,,,,60307
23,6131|613|61|6,1.613123.181,מיסים וביטוח לאומי,,,,240000,295412
24,6131|613|61|6,1.613124.182,קופות גמל והשתלמות,,,,197000,188527
23,6131|613|61|6,1.613123.310,שעות נוספות רשומות,,,,92000,56009
28,6131|613|61|6,1.613128.412,מיסים ואגרות,,,,1000,379
24,6131|613|61|6,1.613124.433,ביטוח,,,,21000,20309
25,6131|613|61|6,1.613125.434,תקוני מבנים  מתקנים ואינונטר,,,,3000,3794
21,6131|613|61|6,1.613121.439,אחזקת בניני העיריה0השתתפות,,,,85000,84966
28,6131|613|61|6,1.613128.461,צרכי משרד,,,,17000,12662
29,6131|613|61|6,1.613129.462,ספרים ועתונים,,,,8000,6704
21,6131|613|61|6,1.613121.463,טלפונים,,,,14000,10510
22,6131|613|61|6,1.613122.464,דאר,,,,1000,211
23,6131|613|61|6,1.613123.521,הדרכה וכנסים,,,,125000,235426
24,6131|613|61|6,1.613124.522,גיבוש יחידתי,,,,4000,3996
25,6131|613|61|6,1.613125.531,אחזקת רכב,,,,10000,2742
27,6131|613|61|6,1.613127.533,שכירת רכב ורכב עירוני,,,,124000,121966
28,6131|613|61|6,1.613128.534,דלק ושמן,,,,59000,66248
27,6131|613|61|6,1.613127.541,אחזקת מכשירי קשר,,,,12000,19844
23,6131|613|61|6,1.613123.610,כבודים,,,,12000,11989
26,6131|613|61|6,1.613126.670,סעיף שאינו חוזר,,,,500000,698241
22,6131|613|61|6,1.613122.691,מערכות מידע ומחשוב,,,,140000,199920
24,6131|613|61|6,1.613124.693,מחשוב יחידתי,,,,10000,28326
26,6131|613|61|6,1.613126.751,יעוץ מקצועי,,,,195000,273810
27,6131|613|61|6,1.613127.752,מתודולוגיה לניהול פרוייקטים,,,,300000,406495
24,6131|613|61|6,1.613124.782,הוצאות שונות,,,,7000,5461
26,6131|613|61|6,1.613126.784,ניהול ידע,,,,801000,774648
27,6131|613|61|6,1.613127.785,עירייה זמינה,,,,934000,900110
24,6131|613|61|6,1.613124.790,עתודת הסמנכ ל,,,,255000,0
29,6131|613|61|6,1.613129.932,ציוד ורהוט משרדי,,,,1000,10362
32,6131|613|61|6,1.613132.110,משכורת כוללת,,,,1497000,1354936
38,6131|613|61|6,1.613138.124,החזר הוצאות,,,,75000,66651
31,6131|613|61|6,1.613131.126,הבראה,,,,54000,47858
32,6131|613|61|6,1.613132.127,השתתפות באחזקת רכב0 14,,,,274000,242024
36,6131|613|61|6,1.613136.130,תשלומים מיוחדים,,,,235000,195677
38,6131|613|61|6,1.613138.181,מיסים וביטוח לאומי,,,,278000,259850
39,6131|613|61|6,1.613139.182,קופות גמל והשתלמות,,,,207000,157832
38,6131|613|61|6,1.613138.310,שעות נוספות רשומות,,,,80000,70739
39,6131|613|61|6,1.613139.433,ביטוח,,,,24000,23210
31,6131|613|61|6,1.613131.434,תקוני מבנים  מתקנים ואינונטר,,,,2000,359
36,6131|613|61|6,1.613136.439,אחזקת בניני העיריה0השתתפות,,,,94000,93962
34,6131|613|61|6,1.613134.461,צרכי משרד,,,,20000,15086
35,6131|613|61|6,1.613135.462,ספרים ועתונים,,,,6000,5992
36,6131|613|61|6,1.613136.463,טלפונים,,,,7000,5609
37,6131|613|61|6,1.613137.464,דאר,,,,2000,718
35,6131|613|61|6,1.613135.510,נסיעות  ואש ל,,,,,0
38,6131|613|61|6,1.613138.521,הדרכה וכנסים,,,,4000,52670
39,6131|613|61|6,1.613139.522,גיבוש יחידתי,,,,1000,1000
31,6131|613|61|6,1.613131.531,אחזקת רכב,,,,3000,2943
33,6131|613|61|6,1.613133.533,שכירת רכב,,,,56000,52742
34,6131|613|61|6,1.613134.534,דלק ושמן,,,,38000,36674
33,6131|613|61|6,1.613133.541,אחזקת מכשירי קשר,,,,12000,8342
38,6131|613|61|6,1.613138.610,כבודים,,,,15000,9430
32,6131|613|61|6,1.613132.670,סעיף שאינו חוזר,,,,0,90955
39,6131|613|61|6,1.613139.782,הוצאות שונות,,,,16000,15734
31,6131|613|61|6,1.613131.783,פעילות בנושא בטיחות,,,,130000,114537
32,6131|613|61|6,1.613132.784,אקלים ארגוני,,,,960000,848869
39,6131|613|61|6,1.613139.790,עתודת סמנכ ל,,,,300000,0
31,6131|613|61|6,1.613131.831,השתתפות לבית הדין הארצי למשמעת,,,,110000,118592
35,6131|613|61|6,1.613135.932,ציוד ורהוט משרדי,,,,10000,4888
47,6131|613|61|6,1.613147.110,משכורת כוללת,,,,1265000,1563083
44,6131|613|61|6,1.613144.124,החזר הוצאות,,,,61000,69235
46,6131|613|61|6,1.613146.126,הבראה,,,,46000,56171
47,6131|613|61|6,1.613147.127,השתתפות באחזקת רכב 0 9,,,,203000,232126
42,6131|613|61|6,1.613142.130,תשלומים מיוחדים,,,,173000,160038
44,6131|613|61|6,1.613144.181,מיסים וביטוח לאומי,,,,235000,278644
45,6131|613|61|6,1.613145.182,קופות גמל והשתלמות,,,,135000,193539
44,6131|613|61|6,1.613144.310,שעות נוספות רשומות,,,,122000,30839
45,6131|613|61|6,1.613145.433,ביטוח,,,,21000,20309
46,6131|613|61|6,1.613146.434,תקוני מבנים  מתקנים ואינונטר,,,,6000,733
42,6131|613|61|6,1.613142.439,אחזקת בניני העיריה0השתתפות,,,,94000,93962
49,6131|613|61|6,1.613149.461,צרכי משרד,,,,20000,18069
41,6131|613|61|6,1.613141.462,ספרים ועתונים,,,,6000,5899
42,6131|613|61|6,1.613142.463,טלפונים,,,,6000,3943
43,6131|613|61|6,1.613143.464,דאר,,,,1000,7887
44,6131|613|61|6,1.613144.521,הדרכה וכנסים,,,,105000,135462
45,6131|613|61|6,1.613145.522,גיבוש יחידתי,,,,5000,4397
46,6131|613|61|6,1.613146.531,אחזקת רכב,,,,6000,3729
48,6131|613|61|6,1.613148.533,שכירת רכב,,,,52000,49066
49,6131|613|61|6,1.613149.534,דלק ושמן,,,,18000,20835
48,6131|613|61|6,1.613148.541,אחזקת מכשירי קשר,,,,14000,17329
44,6131|613|61|6,1.613144.610,כבודים,,,,12000,12029
45,6131|613|61|6,1.613145.693,מחשוב יחידתי,,,,54000,87445
44,6131|613|61|6,1.613144.757,אמנת שירות העסקת שוטרים,,,,0,360000
44,6131|613|61|6,1.613144.781,הוצאות שונות,,,,20000,25674
45,6131|613|61|6,1.613145.782,שיתוף הציבור,,,,270000,264729
46,6131|613|61|6,1.613146.783,ועדת בטיחות חטיבתית,,,,5000,10845
48,6131|613|61|6,1.613148.785,שיווק והפצת מידע,,,,20000,17400
49,6131|613|61|6,1.613149.786,פרס צוות חסכני מצטיין,,,,10000,2060
45,6131|613|61|6,1.613145.790,עתודת חטיבת התפעול,,,,1000000,0
43,6131|613|61|6,1.613143.861,פרוייקט מציל ה0 יובל חינוך,,,,340000,340000
41,6131|613|61|6,1.613141.932,ציוד ורהוט משרדי,,,,5000,3650
68,6131|613|61|6,1.613168.110,משכורת כוללת,,,,1938000,2015492
65,6131|613|61|6,1.613165.124,החזר הוצאות,,,,132000,107328
67,6131|613|61|6,1.613167.126,הבראה,,,,86000,85009
68,6131|613|61|6,1.613168.127,השתתפות באחזקת רכב 0 16,,,,386000,356809
63,6131|613|61|6,1.613163.130,תשלומים מיוחדים,,,,266000,325323
65,6131|613|61|6,1.613165.181,מיסים וביטוח לאומי,,,,366000,378531
66,6131|613|61|6,1.613166.182,קופות גמל והשתלמות,,,,279000,325586
65,6131|613|61|6,1.613165.310,שעות נוספות רשומות,,,,107000,105617
66,6131|613|61|6,1.613166.433,ביטוח,,,,38000,36750
67,6131|613|61|6,1.613167.434,תקוני מבנים  מתקנים ואינונטר,,,,2000,798
63,6131|613|61|6,1.613163.439,אחזקת בניני העיריה0השתתפות,,,,174000,173930
61,6131|613|61|6,1.613161.461,צרכי משרד,,,,26000,23447
62,6131|613|61|6,1.613162.462,ספרים ועתונים,,,,8000,6008
63,6131|613|61|6,1.613163.463,טלפונים,,,,5000,5002
64,6131|613|61|6,1.613164.464,דאר,,,,12000,8675
62,6131|613|61|6,1.613162.510,נסיעות  ואש ל,,,,0,0
65,6131|613|61|6,1.613165.521,הדרכה וכנסים,,,,32000,28546
66,6131|613|61|6,1.613166.522,גיבוש יחידתי,,,,3000,1050
67,6131|613|61|6,1.613167.531,אחזקת רכב,,,,3000,1125
69,6131|613|61|6,1.613169.533,שכירת רכב ורכב עירוני,,,,39000,39239
61,6131|613|61|6,1.613161.534,דלק ושמן,,,,20000,23862
69,6131|613|61|6,1.613169.541,אחזקת מכשירי קשר,,,,16000,13805
65,6131|613|61|6,1.613165.610,כבודים,,,,14000,13460
64,6131|613|61|6,1.613164.691,מערכות מידע ומחשוב,,,,1090000,1089564
66,6131|613|61|6,1.613166.693,מחשוב יחידתי,,,,25000,21708
68,6131|613|61|6,1.613168.751,העסקת גו ח,,,,290000,287703
65,6131|613|61|6,1.613165.781,פעולות לשיפור השירות,,,,1790000,1816766
66,6131|613|61|6,1.613166.782,מרכז השירות העירוני,,,,100000,98094
67,6131|613|61|6,1.613167.783,הוצאות שונות,,,,3000,2061
68,6131|613|61|6,1.613168.784,דו ח ממונה תלונות הציבור למועצה,,,,0,198000
69,6131|613|61|6,1.613169.785,פיתוח ניהול השירות,,,,150000,75109
63,6131|613|61|6,1.613163.788,תגמול עובדים מצטיינים בשירות,,,,50000,44966
62,6131|613|61|6,1.613162.932,ציוד ורהוט משרדי,,,,10000,7830
62,6131|613|61|6,1.613162.981,רכישות שונות,,,,50000,49965
74,6131|613|61|6,1.613174.110,משכורת כוללת,,,,285000,276170
71,6131|613|61|6,1.613171.124,החזר הוצאות,,,,13000,12218
73,6131|613|61|6,1.613173.126,הבראה,,,,10000,10275
74,6131|613|61|6,1.613174.127,השתתפות באחזקת רכב0 2,,,,61000,60814
78,6131|613|61|6,1.613178.130,תשלומים מיוחדים,,,,30000,30891
75,6131|613|61|6,1.613175.411,שכר דירה,,,,,0
73,6131|613|61|6,1.613173.434,תקוני מבנים  מתקנים ואינונטר,,,,2000,0
74,6131|613|61|6,1.613174.435,חשמל ואנרגיה,,,,,0
75,6131|613|61|6,1.613175.436,נקיון,,,,,0
76,6131|613|61|6,1.613176.461,צרכי משרד,,,,10000,3131
77,6131|613|61|6,1.613177.462,ספרים ועתונים,,,,2000,975
78,6131|613|61|6,1.613178.463,טלפונים,,,,7000,305
79,6131|613|61|6,1.613179.464,דאר,,,,2000,1285
77,6131|613|61|6,1.613177.510,נסיעות ואשל,,,,2000,1764
71,6131|613|61|6,1.613171.521,הדרכה וכנסים,,,,2000,450
72,6131|613|61|6,1.613172.522,גיבוש יחידתי,,,,1000,1000
75,6131|613|61|6,1.613175.541,אחזקת מכשירי קשר,,,,,0
71,6131|613|61|6,1.613171.610,כיבודים,,,,5000,2879
74,6131|613|61|6,1.613174.670,סעיף שאינו חוזר,,,,39000,33986
79,6131|613|61|6,1.613179.691,מערכות מידע ומחשוב,,,,10000,9996
72,6131|613|61|6,1.613172.693,מחשוב יחידתי,,,,3000,7324
74,6131|613|61|6,1.613174.751,ייעוץ0העסקת גו ח,,,,400000,361003
76,6131|613|61|6,1.613176.753,עבודות ע י גו ח 0 שליחויות,,,,5000,16576
71,6131|613|61|6,1.613171.781,ביטוח הרכוש והתכולה,,,,3750000,3981329
72,6131|613|61|6,1.613172.782,חבות מעבידים,,,,780000,758531
77,6131|613|61|6,1.613177.932,ציוד ורהוט משרדי,,,,10000,531
89,6131|613|61|6,1.613189.110,משכורת כוללת,,,,395000,1545983
86,6131|613|61|6,1.613186.124,החזר הוצאות,,,,30000,169580
88,6131|613|61|6,1.613188.126,הבראה,,,,23000,145858
89,6131|613|61|6,1.613189.127,השתתפות באחזקת רכב 0 8,,,,69000,197879
84,6131|613|61|6,1.613184.130,תשלומים מיוחדים,,,,100000,618096
86,6131|613|61|6,1.613186.181,מיסים וביטוח לאומי,,,,78000,323751
87,6131|613|61|6,1.613187.182,קופות גמל והשתלמות,,,,66000,319217
86,6131|613|61|6,1.613186.310,שעות נוספות רשומות,,,,9000,26259
87,6131|613|61|6,1.613187.433,ביטוח,,,,10000,0
82,6131|613|61|6,1.613182.461,צרכי משרד,,,,9000,60471
84,6131|613|61|6,1.613184.463,טלפונים,,,,1000,62412
85,6131|613|61|6,1.613185.464,דאר,,,,1000,323022
83,6131|613|61|6,1.613183.510,נסיעות  ואש ל,,,,2000,0
87,6131|613|61|6,1.613187.522,גיבוש יחידתי,,,,1000,0
81,6131|613|61|6,1.613181.541,אחזקת מכשירי קשר,,,,1000,0
86,6131|613|61|6,1.613186.610,כיבודים,,,,1000,3037
89,6131|613|61|6,1.613189.670,סעיף שאינו חוזר,,,,1000,98599
89,6131|613|61|6,1.613189.751,שליחויות  איתורים וחקירות,,,,,28220
81,6131|613|61|6,1.613181.752,השתתפות בעלות שכר שופטים,,,,,2209259
82,6131|613|61|6,1.613182.753,השתתפות באחזקת בנין בית המשפט,,,,,259146
83,6131|613|61|6,1.613183.754,השתתפות בעלות שכר קלדניות,,,,,258224
86,6131|613|61|6,1.613186.781,אכיפת גבית חובות מפס ד ע י ג ח,,,,,49437
83,6131|613|61|6,1.613183.932,ציוד וריהוט משרדי,,,,,3083
14,6133|613|61|6,1.613314.110,משכורת כוללת,,,,,441951
11,6133|613|61|6,1.613311.124,החזר הוצאות,,,,,26790
13,6133|613|61|6,1.613313.126,הבראה,,,,,22811
14,6133|613|61|6,1.613314.127,השתתפות באחזקת רכב02,,,,,68404
18,6133|613|61|6,1.613318.130,תשלומים מיוחדים,,,,,71911
11,6133|613|61|6,1.613311.181,מיסים וביטוח לאומי,,,,,79913
12,6133|613|61|6,1.613312.182,קופות גמל והשתלמות,,,,,69866
11,6133|613|61|6,1.613311.310,שעות נוספות רשומות,,,,,10592
12,6133|613|61|6,1.613312.433,ביטוח,,,,,9671
18,6133|613|61|6,1.613318.439,אחזקת בניני העיריה0השתתפות,,,,,819672
16,6133|613|61|6,1.613316.461,צרכי משרד,,,,,7565
18,6133|613|61|6,1.613318.463,טלפונים,,,,,3619
17,6133|613|61|6,1.613317.510,נסיעות  ואש ל,,,,,296
11,6133|613|61|6,1.613311.521,הדרכה וכנסים,,,,,1997
12,6133|613|61|6,1.613312.522,גיבוש יחידתי,,,,,1000
15,6133|613|61|6,1.613315.541,אחזקת מכשירי קשר,,,,,0
11,6133|613|61|6,1.613311.610,כיבודים,,,,,651
14,6133|613|61|6,1.613314.670,סעיף שאינו חוזר,,,,,1811
17,6133|613|61|6,1.613317.681,רכישת חומר ארכיוני וספרות עזר,,,,2000,1839
19,6133|613|61|6,1.613319.691,מערכות מידע ומחשוב,,,,200000,199920
11,6133|613|61|6,1.613311.781,תחזוקת המגנזה,,,,7000,6618
12,6133|613|61|6,1.613312.782,תחזוקת הארכיון,,,,11000,10787
13,6133|613|61|6,1.613313.783,שימור מסמכים,,,,2000,934
15,6133|613|61|6,1.613315.785,דמי חבר,,,,1000,882
16,6133|613|61|6,1.613316.786,גניזה ע י גורמי חוץ,,,,340000,338879
17,6133|613|61|6,1.613317.932,ציוד וריהוט משרדי,,,,6000,11872
19,6133|613|61|6,1.613319.934,ציוד תפעולי,,,,14000,5222
11,6134|613|61|6,1.613411.110,משכורת כוללת )עובדים להעברה01(,,,,850000,848395
17,6134|613|61|6,1.613417.124,החזר הוצאות,,,,20000,23050
19,6134|613|61|6,1.613419.126,הבראה,,,,30000,20684
11,6134|613|61|6,1.613411.127,השתתפות באחזקת רכב0 4,,,,70000,98401
15,6134|613|61|6,1.613415.130,תשלומים מיוחדים,,,,30000,31071
17,6134|613|61|6,1.613417.181,מיסים וביטוח לאומי,,,,132000,117866
18,6134|613|61|6,1.613418.182,קופות גמל והשתלמות,,,,79000,94883
