PARENT,PARENT SCOPE,CODE,NAME,NAME_EN,NAME_RU,NAME_AR,BUDGET,ACTUAL
05,6121|612|61|6,1.612105.782,דוח מבקר העיריה,,,,22000,
01,6121|612|61|6,1.612101.932,ציוד ורהוט משרדי,,,,10000,
04,6122|612|61|6,1.612204.110,משכורת כוללת,,,,1092000,
01,6122|612|61|6,1.612201.124,החזר הוצאות,,,,22000,
03,6122|612|61|6,1.612203.126,הבראה,,,,23000,
04,6122|612|61|6,1.612204.127,השתתפות באחזקת רכב 0 4,,,,134000,
08,6122|612|61|6,1.612208.130,תשלומים מיוחדים,,,,16000,
01,6122|612|61|6,1.612201.181,מיסים וביטוח לאומי,,,,166000,
02,6122|612|61|6,1.612202.182,קופות גמל והשתלמות,,,,107000,
01,6122|612|61|6,1.612201.310,שעות נוספות רשומות,,,,30000,
07,6122|612|61|6,1.612207.510,נסיעות ואש ל,,,,3000,
01,6122|612|61|6,1.612201.521,הדרכה וכנסים,,,,10000,
01,6122|612|61|6,1.612201.781,עבודות ע י גו ח0יעוץ מקצועי,,,,2210000,
11,6131|613|61|6,1.613111.110,משכורת כוללת,,,,1378000,
17,6131|613|61|6,1.613117.124,החזר הוצאות,,,,45000,
19,6131|613|61|6,1.613119.126,הבראה,,,,44000,
11,6131|613|61|6,1.613111.127,השתתפות באחזקת רכב 0 7,,,,222000,
15,6131|613|61|6,1.613115.130,תשלומים מיוחדים,,,,118000,
17,6131|613|61|6,1.613117.181,מיסים וביטוח לאומי,,,,250000,
18,6131|613|61|6,1.613118.182,קופות גמל והשתלמות,,,,170000,
17,6131|613|61|6,1.613117.310,שעות נוספות רשומות,,,,110000,
14,6131|613|61|6,1.613114.340,שעות נוספות מיוחדות,,,,73000,
18,6131|613|61|6,1.613118.433,ביטוח,,,,20000,
19,6131|613|61|6,1.613119.434,תקוני מבנים  מתקנים ואינונטר,,,,5000,
15,6131|613|61|6,1.613115.439,אחזקת בניני העיריה0השתתפות,,,,240000,
13,6131|613|61|6,1.613113.461,צרכי משרד,,,,25000,
14,6131|613|61|6,1.613114.462,ספרים ועתונים,,,,6000,
15,6131|613|61|6,1.613115.463,טלפונים,,,,13000,
16,6131|613|61|6,1.613116.464,דאר,,,,3000,
14,6131|613|61|6,1.613114.510,נסיעות  ואש ל,,,,1000,
17,6131|613|61|6,1.613117.521,הדרכה וכנסים,,,,10000,
18,6131|613|61|6,1.613118.522,גיבוש יחידתי,,,,2000,
19,6131|613|61|6,1.613119.531,אחזקת רכב,,,,15000,
12,6131|613|61|6,1.613112.533,שכירת רכב ורכב עירוני,,,,105000,
13,6131|613|61|6,1.613113.534,דלק ושמן,,,,68000,
12,6131|613|61|6,1.613112.541,אחזקת מכשירי קשר,,,,31000,
17,6131|613|61|6,1.613117.610,כבודים,,,,33000,
16,6131|613|61|6,1.613116.691,מערכות מידע ומחשוב,,,,110000,
18,6131|613|61|6,1.613118.693,מחשוב יחידתי,,,,10000,
13,6131|613|61|6,1.613113.753,הוצאות שונות,,,,13000,
14,6131|613|61|6,1.613114.932,ציוד ורהוט משרדי,,,,10000,
26,6131|613|61|6,1.613126.110,משכורת כוללת,,,,1621000,
23,6131|613|61|6,1.613123.124,החזר הוצאות,,,,67000,
25,6131|613|61|6,1.613125.126,הבראה,,,,70000,
26,6131|613|61|6,1.613126.127,השתתפות באחזקת רכב 0 12,,,,208000,
21,6131|613|61|6,1.613121.130,תשלומים מיוחדים,,,,205000,
29,6131|613|61|6,1.613129.170,סעיף שאינו חוזר,,,,0,
23,6131|613|61|6,1.613123.181,מיסים וביטוח לאומי,,,,280000,
24,6131|613|61|6,1.613124.182,קופות גמל והשתלמות,,,,205000,
23,6131|613|61|6,1.613123.310,שעות נוספות רשומות,,,,64000,
28,6131|613|61|6,1.613128.412,מיסים ואגרות,,,,1000,
24,6131|613|61|6,1.613124.433,ביטוח,,,,25000,
25,6131|613|61|6,1.613125.434,תקוני מבנים  מתקנים ואינונטר,,,,4000,
21,6131|613|61|6,1.613121.439,אחזקת בניני העיריה0השתתפות,,,,100000,
28,6131|613|61|6,1.613128.461,צרכי משרד,,,,10000,
29,6131|613|61|6,1.613129.462,ספרים ועתונים,,,,7000,
21,6131|613|61|6,1.613121.463,טלפונים,,,,14000,
22,6131|613|61|6,1.613122.464,דאר,,,,1000,
23,6131|613|61|6,1.613123.521,הדרכה וכנסים,,,,185000,
24,6131|613|61|6,1.613124.522,גיבוש יחידתי,,,,4000,
25,6131|613|61|6,1.613125.531,אחזקת רכב,,,,10000,
27,6131|613|61|6,1.613127.533,שכירת רכב ורכב עירוני,,,,124000,
28,6131|613|61|6,1.613128.534,דלק ושמן,,,,59000,
27,6131|613|61|6,1.613127.541,אחזקת מכשירי קשר,,,,12000,
23,6131|613|61|6,1.613123.610,כבודים,,,,12000,
26,6131|613|61|6,1.613126.670,סעיף שאינו חוזר,,,,426000,
22,6131|613|61|6,1.613122.691,מערכות מידע ומחשוב,,,,150000,
24,6131|613|61|6,1.613124.693,מחשוב יחידתי,,,,10000,
26,6131|613|61|6,1.613126.751,יעוץ מקצועי,,,,270000,
27,6131|613|61|6,1.613127.752,מתודולוגיה לניהול פרוייקטים,,,,300000,
24,6131|613|61|6,1.613124.782,הוצאות שונות,,,,7000,
26,6131|613|61|6,1.613126.784,ניהול ידע,,,,751000,
27,6131|613|61|6,1.613127.785,עירייה זמינה,,,,509000,
24,6131|613|61|6,1.613124.790,עתודת הסמנכ ל,,,,327000,
29,6131|613|61|6,1.613129.932,ציוד ורהוט משרדי,,,,2000,
32,6131|613|61|6,1.613132.110,משכורת כוללת,,,,1538000,
38,6131|613|61|6,1.613138.124,החזר הוצאות,,,,74000,
31,6131|613|61|6,1.613131.126,הבראה,,,,51000,
32,6131|613|61|6,1.613132.127,השתתפות באחזקת רכב0 14,,,,225000,
36,6131|613|61|6,1.613136.130,תשלומים מיוחדים,,,,198000,
38,6131|613|61|6,1.613138.181,מיסים וביטוח לאומי,,,,259000,
39,6131|613|61|6,1.613139.182,קופות גמל והשתלמות,,,,183000,
38,6131|613|61|6,1.613138.310,שעות נוספות רשומות,,,,82000,
39,6131|613|61|6,1.613139.433,ביטוח,,,,25000,
31,6131|613|61|6,1.613131.434,תקוני מבנים  מתקנים ואינונטר,,,,2000,
36,6131|613|61|6,1.613136.439,אחזקת בניני העיריה0השתתפות,,,,148000,
34,6131|613|61|6,1.613134.461,צרכי משרד,,,,20000,
35,6131|613|61|6,1.613135.462,ספרים ועתונים,,,,6000,
36,6131|613|61|6,1.613136.463,טלפונים,,,,7000,
37,6131|613|61|6,1.613137.464,דאר,,,,2000,
35,6131|613|61|6,1.613135.510,נסיעות  ואש ל,,,,0,
38,6131|613|61|6,1.613138.521,הדרכה וכנסים,,,,4000,
39,6131|613|61|6,1.613139.522,גיבוש יחידתי,,,,1000,
31,6131|613|61|6,1.613131.531,אחזקת רכב,,,,3000,
33,6131|613|61|6,1.613133.533,שכירת רכב,,,,56000,
34,6131|613|61|6,1.613134.534,דלק ושמן,,,,38000,
33,6131|613|61|6,1.613133.541,אחזקת מכשירי קשר,,,,12000,
38,6131|613|61|6,1.613138.610,כבודים,,,,15000,
32,6131|613|61|6,1.613132.670,סעיף שאינו חוזר,,,,0,
39,6131|613|61|6,1.613139.782,הוצאות שונות,,,,16000,
31,6131|613|61|6,1.613131.783,פעילות בנושא בטיחות,,,,130000,
32,6131|613|61|6,1.613132.784,אקלים ארגוני,,,,960000,
39,6131|613|61|6,1.613139.790,עתודת סמנכ ל,,,,350000,
31,6131|613|61|6,1.613131.831,השתתפות לבית הדין הארצי למשמעת,,,,125000,
35,6131|613|61|6,1.613135.932,ציוד ורהוט משרדי,,,,10000,
47,6131|613|61|6,1.613147.110,משכורת כוללת,,,,1620000,
44,6131|613|61|6,1.613144.124,החזר הוצאות,,,,70000,
46,6131|613|61|6,1.613146.126,הבראה,,,,78000,
47,6131|613|61|6,1.613147.127,השתתפות באחזקת רכב 0 9,,,,265000,
42,6131|613|61|6,1.613142.130,תשלומים מיוחדים,,,,140000,
44,6131|613|61|6,1.613144.181,מיסים וביטוח לאומי,,,,288000,
45,6131|613|61|6,1.613145.182,קופות גמל והשתלמות,,,,195000,
44,6131|613|61|6,1.613144.310,שעות נוספות רשומות,,,,124000,
45,6131|613|61|6,1.613145.433,ביטוח,,,,25000,
46,6131|613|61|6,1.613146.434,תקוני מבנים  מתקנים ואינונטר,,,,6000,
42,6131|613|61|6,1.613142.439,אחזקת בניני העיריה0השתתפות,,,,130000,
49,6131|613|61|6,1.613149.461,צרכי משרד,,,,20000,
41,6131|613|61|6,1.613141.462,ספרים ועתונים,,,,6000,
42,6131|613|61|6,1.613142.463,טלפונים,,,,5000,
43,6131|613|61|6,1.613143.464,דאר,,,,1000,
44,6131|613|61|6,1.613144.521,הדרכה וכנסים,,,,105000,
45,6131|613|61|6,1.613145.522,גיבוש יחידתי,,,,5000,
46,6131|613|61|6,1.613146.531,אחזקת רכב,,,,6000,
48,6131|613|61|6,1.613148.533,שכירת רכב,,,,52000,
49,6131|613|61|6,1.613149.534,דלק ושמן,,,,18000,
48,6131|613|61|6,1.613148.541,אחזקת מכשירי קשר,,,,14000,
44,6131|613|61|6,1.613144.610,כבודים,,,,12000,
45,6131|613|61|6,1.613145.693,מחשוב יחידתי,,,,55000,
44,6131|613|61|6,1.613144.757,אמנת שירות העסקת שוטרים,,,,360000,
44,6131|613|61|6,1.613144.781,הוצאות שונות,,,,20000,
45,6131|613|61|6,1.613145.782,שיתוף הציבור,,,,270000,
46,6131|613|61|6,1.613146.783,ועדת בטיחות חטיבתית,,,,5000,
48,6131|613|61|6,1.613148.785,שיווק והפצת מידע,,,,20000,
49,6131|613|61|6,1.613149.786,פרס צוות חסכני מצטיין,,,,10000,
45,6131|613|61|6,1.613145.790,עתודת חטיבת התפעול,,,,1500000,
43,6131|613|61|6,1.613143.861,פרוייקט מציל ה0 יובל חינוך,,,,340000,
41,6131|613|61|6,1.613141.932,ציוד ורהוט משרדי,,,,5000,
68,6131|613|61|6,1.613168.110,משכורת כוללת,,,,2126000,
65,6131|613|61|6,1.613165.124,החזר הוצאות,,,,111000,
67,6131|613|61|6,1.613167.126,הבראה,,,,87000,
68,6131|613|61|6,1.613168.127,השתתפות באחזקת רכב 0 16,,,,400000,
63,6131|613|61|6,1.613163.130,תשלומים מיוחדים,,,,314000,
65,6131|613|61|6,1.613165.181,מיסים וביטוח לאומי,,,,395000,
66,6131|613|61|6,1.613166.182,קופות גמל והשתלמות,,,,297000,
65,6131|613|61|6,1.613165.310,שעות נוספות רשומות,,,,110000,
66,6131|613|61|6,1.613166.433,ביטוח,,,,43000,
67,6131|613|61|6,1.613167.434,תקוני מבנים  מתקנים ואינונטר,,,,2000,
63,6131|613|61|6,1.613163.439,אחזקת בניני העיריה0השתתפות,,,,180000,
61,6131|613|61|6,1.613161.461,צרכי משרד,,,,26000,
62,6131|613|61|6,1.613162.462,ספרים ועתונים,,,,8000,
63,6131|613|61|6,1.613163.463,טלפונים,,,,5000,
64,6131|613|61|6,1.613164.464,דאר,,,,12000,
62,6131|613|61|6,1.613162.510,נסיעות  ואש ל,,,,3000,
65,6131|613|61|6,1.613165.521,הדרכה וכנסים,,,,32000,
66,6131|613|61|6,1.613166.522,גיבוש יחידתי,,,,3000,
67,6131|613|61|6,1.613167.531,אחזקת רכב,,,,3000,
69,6131|613|61|6,1.613169.533,שכירת רכב ורכב עירוני,,,,39000,
61,6131|613|61|6,1.613161.534,דלק ושמן,,,,24000,
69,6131|613|61|6,1.613169.541,אחזקת מכשירי קשר,,,,16000,
65,6131|613|61|6,1.613165.610,כבודים,,,,14000,
64,6131|613|61|6,1.613164.691,מערכות מידע ומחשוב,,,,710000,
66,6131|613|61|6,1.613166.693,מחשוב יחידתי,,,,25000,
68,6131|613|61|6,1.613168.751,העסקת גו ח,,,,290000,
65,6131|613|61|6,1.613165.781,פעולות לשיפור השירות,,,,2110000,
66,6131|613|61|6,1.613166.782,מרכז השירות העירוני,,,,100000,
67,6131|613|61|6,1.613167.783,הוצאות שונות,,,,5000,
68,6131|613|61|6,1.613168.784,דו ח ממונה תלונות הציבור למועצה,,,,10000,
69,6131|613|61|6,1.613169.785,פיתוח ניהול השירות,,,,150000,
63,6131|613|61|6,1.613163.788,תגמול עובדים מצטיינים בשירות,,,,50000,
62,6131|613|61|6,1.613162.932,ציוד ורהוט משרדי,,,,10000,
62,6131|613|61|6,1.613162.981,רכישות שונות,,,,50000,
74,6131|613|61|6,1.613174.110,משכורת כוללת,,,,293000,
71,6131|613|61|6,1.613171.124,החזר הוצאות,,,,12000,
73,6131|613|61|6,1.613173.126,הבראה,,,,10000,
74,6131|613|61|6,1.613174.127,השתתפות באחזקת רכב0 2,,,,58000,
78,6131|613|61|6,1.613178.130,תשלומים מיוחדים,,,,30000,
75,6131|613|61|6,1.613175.411,שכר דירה,,,,0,
73,6131|613|61|6,1.613173.434,תקוני מבנים  מתקנים ואינונטר,,,,2000,
74,6131|613|61|6,1.613174.435,חשמל ואנרגיה,,,,0,
75,6131|613|61|6,1.613175.436,נקיון,,,,0,
76,6131|613|61|6,1.613176.461,צרכי משרד,,,,10000,
77,6131|613|61|6,1.613177.462,ספרים ועתונים,,,,2000,
78,6131|613|61|6,1.613178.463,טלפונים,,,,7000,
79,6131|613|61|6,1.613179.464,דאר,,,,2000,
77,6131|613|61|6,1.613177.510,נסיעות ואשל,,,,2000,
71,6131|613|61|6,1.613171.521,הדרכה וכנסים,,,,2000,
72,6131|613|61|6,1.613172.522,גיבוש יחידתי,,,,1000,
75,6131|613|61|6,1.613175.541,אחזקת מכשירי קשר,,,,0,
71,6131|613|61|6,1.613171.610,כיבודים,,,,5000,
74,6131|613|61|6,1.613174.670,סעיף שאינו חוזר,,,,0,
79,6131|613|61|6,1.613179.691,מערכות מידע ומחשוב,,,,10000,
72,6131|613|61|6,1.613172.693,מחשוב יחידתי,,,,5000,
74,6131|613|61|6,1.613174.751,ייעוץ0העסקת גו ח,,,,400000,
76,6131|613|61|6,1.613176.753,עבודות ע י גו ח 0 שליחויות,,,,15000,
71,6131|613|61|6,1.613171.781,ביטוח הרכוש והתכולה,,,,4100000,
72,6131|613|61|6,1.613172.782,חבות מעבידים,,,,790000,
77,6131|613|61|6,1.613177.932,ציוד ורהוט משרדי,,,,7000,
89,6131|613|61|6,1.613189.110,משכורת כוללת,,,,1603000,
86,6131|613|61|6,1.613186.124,החזר הוצאות,,,,173000,
88,6131|613|61|6,1.613188.126,הבראה,,,,147000,
89,6131|613|61|6,1.613189.127,השתתפות באחזקת רכב 0 8,,,,196000,
84,6131|613|61|6,1.613184.130,תשלומים מיוחדים,,,,567000,
86,6131|613|61|6,1.613186.181,מיסים וביטוח לאומי,,,,338000,
87,6131|613|61|6,1.613187.182,קופות גמל והשתלמות,,,,304000,
86,6131|613|61|6,1.613186.310,שעות נוספות רשומות,,,,10000,
87,6131|613|61|6,1.613187.433,ביטוח,,,,0,
82,6131|613|61|6,1.613182.461,צרכי משרד,,,,60000,
84,6131|613|61|6,1.613184.463,טלפונים,,,,100000,
85,6131|613|61|6,1.613185.464,דאר,,,,300000,
83,6131|613|61|6,1.613183.510,נסיעות  ואש ל,,,,0,
87,6131|613|61|6,1.613187.522,גיבוש יחידתי,,,,0,
81,6131|613|61|6,1.613181.541,אחזקת מכשירי קשר,,,,0,
86,6131|613|61|6,1.613186.610,כיבודים,,,,3000,
89,6131|613|61|6,1.613189.670,סעיף שאינו חוזר,,,,0,
89,6131|613|61|6,1.613189.751,שליחויות  איתורים וחקירות,,,,70000,
81,6131|613|61|6,1.613181.752,השתתפות בעלות שכר שופטים,,,,2210000,
82,6131|613|61|6,1.613182.753,השתתפות באחזקת בנין בית המשפט,,,,260000,
83,6131|613|61|6,1.613183.754,השתתפות בעלות שכר קלדניות,,,,330000,
86,6131|613|61|6,1.613186.781,אכיפת גבית חובות מפס ד ע י ג ח,,,,200000,
83,6131|613|61|6,1.613183.932,ציוד וריהוט משרדי,,,,3000,
14,6133|613|61|6,1.613314.110,משכורת כוללת,,,,509000,
11,6133|613|61|6,1.613311.124,החזר הוצאות,,,,27000,
13,6133|613|61|6,1.613313.126,הבראה,,,,23000,
14,6133|613|61|6,1.613314.127,השתתפות באחזקת רכב02,,,,60000,
18,6133|613|61|6,1.613318.130,תשלומים מיוחדים,,,,67000,
11,6133|613|61|6,1.613311.181,מיסים וביטוח לאומי,,,,87000,
12,6133|613|61|6,1.613312.182,קופות גמל והשתלמות,,,,58000,
11,6133|613|61|6,1.613311.310,שעות נוספות רשומות,,,,9000,
12,6133|613|61|6,1.613312.433,ביטוח,,,,10000,
18,6133|613|61|6,1.613318.439,אחזקת בניני העיריה0השתתפות,,,,175000,
16,6133|613|61|6,1.613316.461,צרכי משרד,,,,9000,
18,6133|613|61|6,1.613318.463,טלפונים,,,,4000,
17,6133|613|61|6,1.613317.510,נסיעות  ואש ל,,,,1000,
11,6133|613|61|6,1.613311.521,הדרכה וכנסים,,,,2000,
12,6133|613|61|6,1.613312.522,גיבוש יחידתי,,,,1000,
15,6133|613|61|6,1.613315.541,אחזקת מכשירי קשר,,,,4000,
11,6133|613|61|6,1.613311.610,כיבודים,,,,1000,
14,6133|613|61|6,1.613314.670,סעיף שאינו חוזר,,,,0,
17,6133|613|61|6,1.613317.681,רכישת חומר ארכיוני וספרות עזר,,,,2000,
19,6133|613|61|6,1.613319.691,מערכות מידע ומחשוב,,,,220000,
11,6133|613|61|6,1.613311.781,תחזוקת המגנזה,,,,7000,
12,6133|613|61|6,1.613312.782,תחזוקת הארכיון,,,,11000,
13,6133|613|61|6,1.613313.783,שימור מסמכים,,,,2000,
15,6133|613|61|6,1.613315.785,דמי חבר,,,,1000,
16,6133|613|61|6,1.613316.786,גניזה ע י גורמי חוץ,,,,380000,
17,6133|613|61|6,1.613317.932,ציוד וריהוט משרדי,,,,6000,
19,6133|613|61|6,1.613319.934,ציוד תפעולי,,,,14000,
11,6134|613|61|6,1.613411.110,משכורת כוללת )עובדים להעברה01(,,,,925000,
17,6134|613|61|6,1.613417.124,החזר הוצאות,,,,24000,
19,6134|613|61|6,1.613419.126,הבראה,,,,21000,
11,6134|613|61|6,1.613411.127,השתתפות באחזקת רכב0 4,,,,95000,
15,6134|613|61|6,1.613415.130,תשלומים מיוחדים,,,,30000,
17,6134|613|61|6,1.613417.181,מיסים וביטוח לאומי,,,,144000,
18,6134|613|61|6,1.613418.182,קופות גמל והשתלמות,,,,71000,
17,6134|613|61|6,1.613417.310,שעות נוספות רשומות,,,,50000,
12,6134|613|61|6,1.613412.411,שכר דירה ותשלומי ועד בית,,,,517000,
16,6134|613|61|6,1.613416.431,מים,,,,1000,
18,6134|613|61|6,1.613418.433,ביטוח,,,,61000,
19,6134|613|61|6,1.613419.434,תקוני מבנים מתקנים ואינונטר,,,,40000,
11,6134|613|61|6,1.613411.435,חשמל ואנרגיה,,,,100000,
12,6134|613|61|6,1.613412.436,נקיון,,,,20000,
13,6134|613|61|6,1.613413.461,צרכי משרד,,,,25000,
14,6134|613|61|6,1.613414.462,ספרים ועתונים,,,,3000,
15,6134|613|61|6,1.613415.463,טלפונים,,,,55000,
16,6134|613|61|6,1.613416.464,דאר,,,,3000,
14,6134|613|61|6,1.613414.510,נסיעות,,,,2000,
17,6134|613|61|6,1.613417.521,הדרכה וכנסים,,,,10000,
19,6134|613|61|6,1.613419.531,אחזקת רכב,,,,7000,
11,6134|613|61|6,1.613411.532,ביטוח רכב,,,,10000,
13,6134|613|61|6,1.613413.534,דלק ושמן,,,,11000,
12,6134|613|61|6,1.613412.541,אחזקת מכשירי קשר,,,,35000,
17,6134|613|61|6,1.613417.610,כיבודים,,,,20000,
