PARENT,PARENT SCOPE,CODE,NAME,NAME_EN,NAME_RU,NAME_AR,BUDGET,ACTUAL
8132,,1.813200.820,תקציב נוסף לבי'ס-פרויקטים,Additional school budget - projects,,,0,9797
8138,,1.813800.110,"קייטנה גנ""י -שכר",Summer day camp kindergartens - salaries,,,0,9973.3
8138,,1.813800.780,קייטנה גני ילדים,Summer day camp kindergartens  ,,,60000,57220.18
815,,1.815000.760,שכר לימוד - תלמידי חוץ,Tuition - external students (who do not live in Kfar Shmaryahu),,,150000,125516.2
8171,,1.817100.110, קב'ט בית ספר,School security officer,,,53000,58372.51
8173,,1.817300.110,"שכר שפ""ח",Educational psychology service - salaries,,,185000,188917.13
8173,,1.817300.780,שפ'ח הוצאות שונות,Educational psychology service - misc expenses,,,8000,10038.44
10,8173|817|81|8,1.817310.781,מ.טיפולית-כלנית,Calanit Diagnostic Center for children with special needs - Therapy,,,15000,13442.2
20,8173|817|81|8,1.817320.210,שכר כלנית,Calanit Diagnostic Center for children with special needs - salaries,,,0,0
20,8173|817|81|8,1.817320.750,עב''קבלנית-מ.כלנית,Calanit Diagnostic Center of children with special needs - contract work,,,430000,414709.84
8178,,1.817800.750,הסעת תלמידים,Student transportation,,,90000,188780.6
8178,,1.817800.780,החזר נסיעות תלמידים,Expense returns for student transportation,,,40000,18584
8193,819|81|8,1.819300.780,פעולות ספורט-בית ספר,School sports activities,,,,
8194,819|81|8,1.819400.780,פעולות תרבות,Cultural activities,,,,
822,,1.822000.780,חגיגות וטכסים,Celebrations and ceremonies,,,741000,658160.48
823,,1.823000.470,ספרים לספריה,Library books,,,20000,23498.89
823,,1.823000.780,ספריה-שונות,Library - misc.,,,13000,9994
823,,1.823100.110,שכר עוזרים בספריה,Library assistants - salary,,,120000,95614.76
824,,1.824000.430,חשמל ותאורה,Electricity and lighting ,,,220000,258822.2
824,,1.824000.750,ציוד לחוגים,After-school activities - equipment,,,25000,21491.4
8241,824|82|8,1.824100.110, רכזת תרבות,Cultural coordinator,,,200000,207890.72
8242,824|82|8,1.824200.110,שכר חוגים ומדריכים,After-school activities - salaries and counselors,,,150000,150302.9
8242,824|82|8,1.824200.750,מדריכי חוגים,After-school activities counselors,,,2500000,2302553.64
8243,824|82|8,1.824300.480,מרכז למידה וייל-הוצ'הפעלה,Weil Learning Center - operating expenses ,,,95000,77117.27
8243,824|82|8,1.824300.750,מרכז למידה וייל-עב'קבלניות,Weil Learning Center - contractor work,,,220000,183716
8244,824|82|8,1.824400.430,בית ראשונים-הפעלה,Beit Rishonim Museum - operating expenses,,,50000,2644.76
8254,,1.825400.110,שכר-מנצח המקהלה,Choir conductor - salary,,,60000,75860.08
8254,,1.825400.780,מקהלת כפר שמריהו,Kfar Shmaryahu Choir,,,0,0
826,,1.826000.210,עובד אחזקה-(ציון),Maintenance employee (Tsiyon),,,110000,130647.83
826,,1.826000.434,נקיון וייל,Weil Center - cleaning ,,,132000,292126.66
826,,1.826000.470,אחזקה - וייל,Weil Center - maintenance,,,190000,170436.38
826,,1.826000.780,מרכז וייל-הוצאות שונות,Weil Center after-school program - misc expenses,,,20000,39880.04
8261,,1.826100.780,גופים ייצוגיים,Formal representative groups,,,202000,163531.17
8264,,1.826400.110,מנהלת בית וייל,Weil Center - management ,,,240000,222787.9
8264,,1.826400.210,מנהל אחזקה -וייל,Weil Center - maintenance manager,,,230000,214393.85
8264,,1.826400.480,הוצאות הפעלה-בית וייל,Weil Center - operating expenses,,,250000,227026.63
8264,,1.826400.530,ליסינג מחלקת תרבות-פנינה,Car leasing for culture department - Pnina,,,65000,54847.54
8264,,1.826400.550,הוצאות שיווק בית וייל,Weil Center marketing expenses,,,60000,34301
8264,,1.826400.780,רכישת מופעים לאודיטוריום,Weil Center auditorium - purchase of shows ,,,1212000,1082982.7
10,8264|826|82|8,1.826410.110, רכזת חוגים,After-school activities coordinator,,,160000,180725.14
828,,1.828000.780,תמיכה בתנועות נוער,Youth movements - support,,,0,0
828,,1.828000.782,תנועות נוער-אחזקה,Youth movements - maintenance,,,0,0
828,,1.828000.810,תמיכה בתנועות נוער,Youth movements - support,,,150000,150000
828,,1.828000.811,השתת'בית נוער -פעילות,Youth House - activities,,,,
8293,829|82|8,1.829300.750,תוכנית ישובית לעידוד הספורט-בוינגייט,Community plan to promote sports (at Wingate Institute for Physical Education and Sports),,,0,0
8293,829|82|8,1.829300.780,פעולות ספורט,Sport activities,,,73000,97786.5
836,,1.836000.830,השתת' למד'א-נט'ן,Share in emergency medical services (Red Star of David and Natan),,,3000,3241
84,,1.840000.840,משרד הרווחה,Welfare office ,,,650000,449535
841,,1.841000.110,שכר-מנהלת השירות הסוציאלי,Social services manager - salary,,,145000,152298.61
841,,1.841000.840,הוצאות שונות-רווחה,Social services - misc expenses,,,25000,29834.78
8411,841|84|8,1.841100.110,"עו""ס נוער-שכר",Youth social worker - salary,,,13000,11208
8411,841|84|8,1.841100.840,מלחמה בסמים ואלימות,War on drugs and violence,,,,
8444,,1.844400.110,רכזת מועדון+,Plus Club coordinator,,,140000,117575.4
8444,,1.844400.780,מועדון +,Plus Club ,,,380000,325194.31
8454,845|84|8,1.845400.840,"הסעות למפעל יום  למפגר מע""ש",Transportation to factory facility for the mentally retarded ,,,0,0
851,,1.851000.810,השתתפות במועצה דתית,Municipality share in Religion Council ,,,550000,541273
991,,1.991000.310,פנסיונרים ברשות,Retirees of Kfar Shmaryahu,,,1297000,1242726.95
991,,1.991000.311,השתת'גמלאים-אוצר,Retirees - Ministry of Finance share,,,1000,1082
991,,1.991000.312,מבטחים-השתת'פנס'-דמון תמר,"Pension fund (""Mivtahim"") for Tamar Damon",,,,
992,99,1.992000.320,פורשים (רזרבה תקציבית),Budget reserve for retirees,,,0,590.1
994,,1.994000.780,הוצאות שנים קודמות,Expenses previous years ,,,50000,7307.15
02,995|99,1.995002.860,הנחות בארנונה,Discounts on resident property taxes ,,,520000,536079
02,995|99,1.995002.861,הנחות לתשלום מראש,Discounts on pre-payments,,,110000,108561
999,,1.999000.970,הוצאות עודפות,Excess expenses,,,0,33131
999,,1.999000.980,הוצאה מותנת,Conditional expense,,,420000,0
