PARENT,PARENT SCOPE,CODE,NAME,NAME_EN,NAME_RU,NAME_AR,BUDGET,ACTUAL
247,24|2,1.247000.290,בריכת שחיה יגור,Yagur swimming pool,,,585000,661493
01,247|24|2,1.247001.290,מזנון בריכת יגור,Yagur swimming pool cafeteria,,,200000,205567.7
2473,247|24|2,1.247300.290,בריכת אפק מנויים וכרטיסים,Afek swimming pool subscriptions and tickets,,,3700000,3332740.7
2473,247|24|2,1.247300.650,בריכת אפק-דמי שימוש,Afek swimming pool usage fees,,,290000,290000
2473,247|24|2,1.247300.730,מתקני כושר נגישים -ביטוח לאומי,Accessible fitness facilities - National insurance,,,,97761
01,2473|247|24|2,1.247301.290,מזנון בריכת אפק,Afek swimming pool cafeteria,,,520000,492093.4
248,24|2,1.248000.730,ש.ק.בטוח לאומי,??? national insurance,,,1500000,1623093
248,24|2,1.248000.800,חברה קדישא- העברה מקרן,Hevra Kadisha - transfer from fund,,,930000,923080
01,248|24|2,1.248001.290,חברה קדישא - אגרת ש.קבורה,Hevra Kadisha - burial toll,,,55000,67925.44
03,248|24|2,1.248003.290,בית עלמין אחוזות קבר,Cemetary crypts,,,,
251,25|2,1.251000.290,יום עצמאות,Independence day,,,25000,41750
269,26|2,1.269000.662,הכנסות ריבית ודיבידנד,income interest and dividend,,,115000,373493.98
01,269|26|2,1.269001.662,תשלום עבור הוצא שיקים,Cheque-issueing payment,,,,
02,269|26|2,1.269001.690,החזר בטוחים,Insurances refund,,,,387846
04,269|26|2,1.269002.690,הכנסות מכרזים,Bids income,,,90000,47750
04,269|26|2,1.269004.690,הכנסות שונות,Misc. income,,,50000,328080.81
05,269|26|2,1.269005.690,אגרות בית משפט- החזרים מתושבים 1,Court tolls - citizens' refunds,,,100000,108392.71
281,28|2,1.281000.290,שוק עירוני - הכנסות,City market - income,,,78000,176003
281,28|2,1.281000.291,פיקוח-קנסות כלבים,Dog fines,,,5000,8590
281,28|2,1.281000.690,הכנסות מתווי חניה שנתיים,Yearly parking ??? income,,,,
281,28|2,1.281000.695,מדחנים - חוק עזר חניה,Parking meters - parking municipal law,,,,
282,28|2,1.282000.640,פיקוח-קנסות חניה,Parking fines,,,2400000,1628241.41
282,28|2,1.282000.650,פיקוח-קנסות עישון מקומות ציבוריים,Public smoking fines,,,,
282,28|2,1.282000.690,בית משפט מקומי קריות,Local court krayot,,,650000,640829.49
3122,312|31|3,1.312200.410,גני ילדים ביטוח תלמידים,Kindergartens - pupils' insurance,,,9000,7548.06
3122,312|31|3,1.312200.920,גני חובה עוזרות גננות מ' החינוך,"Kindergartens - teacher assistants, ministry of education",,,1540000,1807703.62
3122,312|31|3,1.312200.921,חומרים הורים גני ילד,Parental material Kindergartens,,,20000,6063.2
3122,312|31|3,1.312200.922,גני ט. חובה- גננות מ' החינוך,"Kindergartens - teachers, ministry of education",,,2186680,2061764.66
3123,312|31|3,1.312300.410,גני ילדים טרום חובה עצמיות,Kindergartens - ???,,,2400000,2913674.12
3123,312|31|3,1.312300.420,"גנ""י טרום חובה ביטוח",Kindergartens - insurance,,,,
3123,312|31|3,1.312300.920,גני טרום חובה השת' מ.חינוך,Kindergartens - Ministry of Education participation,,,306000,716744.71
3123,312|31|3,1.312300.921,גנים חינוך מיוחד,Kindergartens special education,,,18860,30903
04,3123|312|31|3,1.312304.920,גני ילדים PDD מ' החינוך,Kindergartens PDD ministry of education,,,,
3124,312|31|3,1.312400.420,"גיל הרך צו""ש דמי רישום",Toddlers ??? application fee,,,,
3124,312|31|3,1.312400.490,גיל הרך צור שלום,Toddlers Zur Shalom,,,,6069.41
3124,312|31|3,1.312400.930,"גיל הרך צו""ש השתת' ממשלה",Toddlers Zur Shalom - government participation,,,,
3124,312|31|3,1.312400.931,"גיל הרך צו""ש מ.רווחה",Toddlers Zur Shalom Ministry of Welfare,,,,
02,3124|312|31|3,1.312402.420,גיל הרך פרפר מ.רווחה,"Toddlers - PARPAR, Ministry of Welfare",,,,32700
02,3124|312|31|3,1.312402.490,גיל הרך פרפר,Toddlers - PARPAR,,,,5743.13
02,3124|312|31|3,1.312402.700,"פרפר - השתת' מתנ""ס ביאליק",PARPAR - Bialik community center participation,,,557624,606593
02,3124|312|31|3,1.312402.930,גיל הרך פרפר השתת' ממשלה,"Toddlers - PARPAR, government participation",,,,
3128,312|31|3,1.312800.420,"קייטנות גנ""י הכנסות",Summer camp kindergartens income,,,93000,57662
3132,312|31|3,1.313200.410,"בתי""ס - הכנסות עצמיות",Schools - own income,,,,47.37
3132,312|31|3,1.313200.420,מחשב לכל ילד השתת' הורים,Computer-per-child - parent participation,,,,
3132,312|31|3,1.313200.430,"בתי""ס א.תלמידי חוץ",Schools - external pupils,,,80000,93149
3132,312|31|3,1.313200.440,השאלת ספרים השתת' הורים,Book loans - parents participation,,,30000,50000
3132,312|31|3,1.313200.490,"בתי""ס ביטוח תלמידים",Schools - pupils insurance,,,75650,90692.63
3132,312|31|3,1.313200.730,מ.ליקויי ראיה השתת' בל',Visually impaired - participation in studies,,,,26401
3132,312|31|3,1.313200.920,"בת""יס השתת' שרתים",Schools - janitors participation,,,1554000,1578267.16
3132,312|31|3,1.313200.921,"בתי""ס - מרכיבי בטחון מצי'נג מ.חינוך","Schools - security components,  Ministry of Education matching",,,125000,66968.5
3132,312|31|3,1.313200.922,"בתי""ס - מרפאת שיניים מ.חינוך","Schools - dental clinic, Ministry of Education",,,73000,56083
3132,312|31|3,1.313200.923,טיולים - השתתפות ממשלה,Field trips - government praticipation,,,,
01,3132|313|31|3,1.313201.920,"בתי""ס יסוד. השתת' מזכירים",Elementary Schools - secretary participation,,,474500,506920.89
01,3132|313|31|3,1.313201.921,"בתי""ס הכנסות מיוחדות  מ.החינוך",Schools special income Min. of Education,,,,
02,3132|313|31|3,1.313202.920,אגרת שכפול יסודי,Elementary duplication tool,,,40000,39737.5
03,3132|313|31|3,1.313203.920,סל תלמיד עולה,Immigrant student package,,,32600,67475.83
04,3132|313|31|3,1.313204.430,PDD תלמידי חוץ קדימה,PDD foreign students kadima???,,,290795,268146
04,3132|313|31|3,1.313204.730,"PDD הכנסות ב""ל",PDD National incurance income,,,54000,19943
04,3132|313|31|3,1.313204.920,"חומרים הורים-בתי""ס",Parental MAterial - Schools,,,71220,89410.2
04,3132|313|31|3,1.313204.921,"PDD הזנת יוח""א",PDD ???,,,65000,60788
04,3132|313|31|3,1.313204.922,PDD הוצ' נלוות,PDD accompaniying expenditures.,,,36000,38125
04,3132|313|31|3,1.313204.923,PDD העשרה,PDD extra-corriculum,,,19000,17437
04,3132|313|31|3,1.313204.925,PDD שכר,PDD wage,,,710000,761229.12
07,3132|313|31|3,1.313207.490,שיפוצי קיץ עצמיות,Summer renovations ???,,,,
07,3132|313|31|3,1.313207.92,"שיפוצים בתי""ס - השתת' מ.חינוך",School renovation - Ministry of Education participation,,,177000,173511
3133,313|31|3,1.313300.490,"פנימיות יום הכנסות מיל""ת",Boarding school - ??? income,,,5000,4625
3133,313|31|3,1.313300.491,פנימיות יום השתת' הורים עירייה,Boarding school - city hall parents participation,,,,475
3133,313|31|3,1.313300.920,פנימיות יום השתת' מ.חינוך,Boarding school - Ministry of Education participation,,,,
02,3133|313|31|3,1.313302.490,תבור וחרמון-השתת' הורים,Tavor & Hermon - parents participation,,,26000,22100
02,3133|313|31|3,1.313302.920,מועדוניות משותפות מ. חינוך,Shared after-school child care facility - ministry of education,,,217000,230459.83
02,3133|313|31|3,1.313302.930,מועדוניות משותפות מ. רווחה,Shared after-school child care facility - ministry of welfare,,,127000,196989
3134,313|31|3,1.313400.920,השתת.הממשלה יוזמות,Initiatives - government participation,,,42000,74122
3136,313|31|3,1.313600.490,הכנסות עצמיות- סייעות,Own income - assistants,,,40000,7505.68
3136,313|31|3,1.313600.920,חינוך מיוחד השתת' ממשלה,Special education - government participation,,,1190000,1218548.7
3136,313|31|3,1.313600.921,חינוך מיוחד-חוק שילוב סיי,Special education - ??? integration law,,,450000,618151.56
3138,313|31|3,1.313800.400,קייטנות - הכנסות,Summer-camps - income,,,,
314,31|3,1.314000.700,"חט""ב/אורט השתתפות",Junior-High/ORT participation,,,33895337,33895336.75
314,31|3,1.314000.921, הכנסות מ.חינוך אורט,ORT ministry of Education income,,,,
06,314|31|3,1.314006.410,אורט מרכז למידה-הכנסות הורים,ORT learning center - Parent income,,,,
3168,,1.316800.440,מלגות- השתת' מוסדות,Scholarships - inst. participation,,,40000,40000
3171,,1.317100.490,שמירה במוסדות חנוך,Educational inst. guarding,,,470000,464323.97
3171,,1.317100.920,"קב""ט שמירה ובטחון מוסדות ח",Security officer and educational inst. security,,,80000,87343.72
3173,,1.317300.490,"שפ""י - הכנסות עצמיות הורים",SHEFI - parents self-income,,,25000,36284
3173,,1.317300.491,"שפ""י - הכנסות מאבחונים",??? - diagnostics income,,,11000,9300
3173,,1.317300.920,פסיכולוגי השת.הממשלה,Psychologists - government participation,,,947000,1043057.74
3173,,1.317300.921,"שפ""י הדרכות ואבחונים",SHEFI - training and diagnostics,,,60000,53070.94
3176,,1.317600.920,טיפול בפרט,Individual car,,,7800,4542
02,3176|317|31|3,1.317602.490,(לא פעיל) שיקום שכונות,Neighborhood rehabilitation (inactive),,,,
10,3176|317|31|3,1.317610.920,רווחה חינוכית השתת' ממשלה,Educational welfare - government participation,,,280000,303556
3177,,1.317700.920,"קב""סים - השתת' מ.החינוך",??? - Ministry of education participation,,,260000,302581.16
3178,,1.317800.490,החזר נסיעות תלמידים,Pupils fares refund,,,,21375
3178,,1.317800.920,הסעות ילדים השתת' מ.חינוך,Children's fare - Ministry of Education participation,,,1300000,1365084.81
3179,,1.317900.920,שגרירים מפתח הלב,Mafte'ach Halev Ambassadors,,,3200,22930
322,,1.322000.420,ריקודי עם אפק,Afek folk dancing,,,,7500
322,,1.322000.490,בית חן פעולות תרבות,Bet Chen - culture activity,,,,
322,,1.322000.640,בית חן הכנסות שכירות,Bet Chen - leasing income,,,140000,117338
322,,1.322000.920,תרבות - השתת' ממשלה,Culture - government participation,,,,36000
02,322|32|3,1.322002.420,בית חן- לא פעיל,Bet Chen - inactive,,,,
03,322|32|3,1.322003.420,צעירי ביאליק הכנסות הורים,Bialik youth parents income,,,52000,50958
03,322|32|3,1.322003.490,צעירי ביאליק הכנסות מהופעות,Bialik youth shows income,,,,
03,322|32|3,1.322003.990,צעירי ביאליק השתת' ממשלה,Bialik youth - government participation,,,,25000
05,322|32|3,1.322005.420,סל תרבות,Culture ???,,,220000,212099
07,322|32|3,1.322007.420,פסטיבל ביאליק,Bialik festival,,,,33654
07,322|32|3,1.322007.990,פסטיבל השתת'  ממשלה,Festival - government participation,,,,
08,322|32|3,1.322008.420,"תערוכות,אירועים וירידים הכנסות","Exhibition, fairs, events income",,,,
16,322|32|3,1.322016.420,שבת אומנים,Artists' Shabbat,,,,
17,322|32|3,1.322017.420,מעמד האישה - הכנסות,Women's Stature - income,,,15000,16880
18,322|32|3,1.322018.420,גימלאים,Veterans,,,5000,7530
20,322|32|3,1.322020.900,להקה אתיופית השתת' מ,Ethiopian band - government participation,,,,124049.65
323,,1.323000.420,ספריה עירונית הכנסות,Municipal library income,,,,27672
323,,1.323000.490,ספריה-הכנ' ממכירת ספרים,Library - books sale income,,,1000,630
324,,1.324000.420,מרכז קהיל צור שלום הכנסות,Community center Zur Shalom - income,,,200000,60766.5
324,,1.324000.700,"מתנ""ס צו""ש - השתת' רשת המתנסי""ם",Community center Zur Shalom - community cetnters' authority participation,,,,13229
324,,1.324000.950,השת.הממשלה במ.קהיל.צ,Community center Zur Shalom - government participation,,,,
01,324|32|3,1.324001.420,מועדון דן הכנסות,Dan club - income,,,150000,1620
01,324|32|3,1.324001.700,"מועדון דן - השתת' רשת המתנסי""ם",Dan club - community centers authority participation,,,,52790
02,324|32|3,1.324002.420,מועדון עופרים הכנסות,Ofarim club - income,,,,
03,324|32|3,1.324003.420,"חוגים בה""ס ביאליק",Bialik school group activities (Hugim),,,20000,6940
04,324|32|3,1.324004.420,צהרונים הכנסות,Afternoon child care facilities - income,,,1450000,958788.72
04,324|32|3,1.324004.710,"צהרונים - השתת' מתנ""ס ביאליק",??? - Bialik community center participation,,,,430203
04,324|32|3,1.324004.990,"הכנסות ממשרד התמ""ת צהרונים",Afternoon child care facilities - Ministry of Industry income,,,50000,
05,324|32|3,1.324005.420,מועדון ברנר הכנסות,Brenner club income,,,6000,8100
05,324|32|3,1.324005.930,מועדון ברנר- השתת' מ' רווחה,Brener Club - Ministry of Welfare,,,,
06,324|32|3,1.324006.420,"חוגים ב""ס קדימה",Kadima school ???,,,,
09,324|32|3,1.324009.420,מועדון גאולים הכנסות,Geulim club income,,,7000,8480
3264,,1.326400.420,בית כץ פעולות תרבות,Bet Katz - cultural activity,,,290000,154542.64
06,3264|326|32|3,1.326406.420,אשכול פיס הכנסות,Eshkol Payis - income,,,205000,28450
06,3264|326|32|3,1.326406.700,אשכול פיס - השתת' רשת המתנסים,Eshkol Payis - community center network participation,,,,47091
06,3264|326|32|3,1.326406.920,אשכול פיס השתת' מ.חינוך,Eshkol Payis - Ministry of Education participation,,,340000,111538
06,3264|326|32|3,1.326406.990,אשכול פיס משרד המדע,Eshkol Payis - Ministry of Science,,,,240000
08,3264|326|32|3,1.326408.420,רב תכליתי-הכנסות מפעולות,Multi-purpose - activity income,,,,
08,3264|326|32|3,1.326408.430,רב תכליתי - השתת' אורט,Multi-purpose - ORT participation,,,110000,120000
08,3264|326|32|3,1.326408.700,"רב תכליתי השתת' רשת המתנסי""ם",Multi-purpose - Community centers authority participation,,,,78500
08,3264|326|32|3,1.326408.900,רב תכליתי - הכנסות ממשלה,Multi-purpose - government income,,,,
327,,1.327000.420,תרבות תורנית הכנסות עצמיות,Observant culture - own income,,,11000,
327,,1.327000.920,תרבות תורנית - משרד החינוך,Observant culture - Ministry of Education,,,20000,70135
3282,,1.328200.490,קידום נוער הכנסות,Youth advancement - incom,,,,
3282,,1.328200.491,מועצת נוער - הכנסות,Youth council - income,,,,
3282,,1.328200.920,קידום נוער -  משרד החינוך,Youth advancement - Ministry of Education,,,50000,228815
3285,328|32|3,1.328500.920,נוער- השתת' מ' החינוך,Youth - Ministry of Education participation,,,,
3292,329|32|3,1.329200.650,מגרשי ספורט-דמי שימוש,Sport courts - usage fee,,,342140,342140
3293,329|32|3,1.329300.420,"אולמות ספורט- הכנסות משכ""ד",Sports halls - rent income,,,,31550
3293,329|32|3,1.329300.421,אולמות ספורט - פינג פונג,Sports halls - ping pong,,,,6240
3293,329|32|3,1.329300.650,אולמות ספורט-דמי שימוש,Sports halls - usage fee,,,347814,347814
3293,329|32|3,1.329300.960,ספורט השתת' משרד המדע,Sport - Ministry of Science participation,,,70000,72917
02,3293|329|32|3,1.329302.420,צעדה ומירוץ - הכנסות,Race and March- income,,,10000,36574
03,3293|329|32|3,1.329303.420,טורנירים בספורט,Sport tournaments,,,150000,
03,3293|329|32|3,1.329303.920,יוזמות ספורט- מצ'ינג,Sport initiatives - matching,,,,20000
09,3293|329|32|3,1.329909.420,הכנסות ערוני התעמלות,Gymnastics - municipal income,,,,255
341,,1.341000.930,שכר עובדי לשכת הרווחה,Welfare clinic workers wage,,,2100000,2505432
3422,,1.342200.690,צרכים מיוחדים,Special needs,,,,2250
3422,,1.342200.930,צרכים מיוחדים השת.הממשלה,Special needs - government participation,,,315000,316170
3424,,1.342400.490,מרכזי טיפול במשפחה-השתת',Family care centers - government participation,,,16000,22625
3424,,1.342400.930,מרכזי טיפול משפחה,Family care centers,,,127600,256782
01,3424|342|34|3,1.342401.490,תחנה לטיפול במשפחה - השתת' הורים,Family care station - parents participation,,,25500,37744
01,3424|342|34|3,1.342401.930,תחנה לטיפול במשפחה,Family care station,,,,
3435,,1.343500.490,סיגליות וקדימה השתת' הורים,Sigaliyot and Kadima - parents participation,,,22000,17101
3435,,1.343500.930,סיגליות וקדימה מ.רווחה,Sigaliyot and Kadima - Ministry of Welfare,,,172500,302706
01,3435|343|34|3,1.343501.930,פעולות קהילתיות לילד מ.רווחה,Child community actions - Ministry of Welfare,,,166500,193567
3438,,1.343800.490,החזקת ילדים בפנימיות,Keeping children in boarding schools ,,,150000,163080
3438,,1.343800.930,החזקת ילדים בפנימיות,Keeping children in boarding schools ,,,1700250,1827277
01,3438|343|34|3,1.343801.930,תוכנית עם הפנים לקהילה,"""Facing the Community"" program",,,120941,180000
3439,,1.343900.690,מעונות יום השתת' הורים,Day cares - parents participation,,,,1122
01,3439|343|34|3,1.343901.930,ילדים במעונות יום,Children in day cares,,,1078330,1256011
3443,,1.344300.690,אחזקת זקנים במעונות השתת' תושבים,,,,250000,265218.26
3443,,1.344300.930,אחזקת זקנים במעונות,,,,998268,829490
3444,,1.344400.490,שרותים קהילתיים לזקן,,,,3000,7609.8
3444,,1.344400.930,שרותים קהילתיים לזקן,,,,172500,181788
01,3444|344|34|3,1.344401.930,חסידי אומות העולם-הש,Righteous Gentiles,,,22500,29493
02,3444|344|34|3,1.344402.930,מועדונים לזקנים,Clubs for the elderly,,,153250,159142
3445,,1.344500.930,מסגרות יומיות לזקן,Daily activities for the elderly,,,227250,188742
3446,344|34|3,1.344600.490,קשישים - עזרה ביתית,"Elderly, help at home",,,3000,4912.5
3451,,1.345100.690,מפגרים - השתתפות הורים,"Retards, parents participation",,,5000,
3451,,1.345100.930,מפגרים- השתת' מ' רווחה,"Retards, Ministry of Welfare participation",,,4734403,5291389
01,3451|345|34|3,1.345101.930,אוטיסטים,Otistics,,,882750,821140
3452,,1.345200.490,מפגרים מסגרות יום-השתת' הורים,"Retards daily activities, parents participation",,,2000,25699
3452,,1.345200.930,מפגרים במעונות,Retards in dormitories,,,508054,502052
3453,,1.345300.490,מפגרים הסעות - השתת' הורים,"Retards Transportation, Parents costs",,,15000,46457
3453,,1.345300.930,מפגרים - שירותים תומכים,,,,148213,161602
3463,,1.346300.930,עוורים - השתת' מ' רווחה,Blind- Ministry of Welfare participation,,,58500,62585
3464,,1.346400.930,עוורים- מפעלי שיקום,Blind rehabilitation and training employment center,,,106750,140400
3465,,1.346500.490,אחזקת נכים בפנימיות-השת' העירייה,,,,15000,
3465,,1.346500.930,נכים בפנימיות,,,,2288250,2398453
3466,,1.346600.930,מוגבלים,,,,157500,175175
3467,,1.346700.490,הסעות נכים השתת' הורים,,,,,
3467,,1.346700.930,הסעות נכים,,,,10000,
01,3467|346|34|3,1.346701.490,מעון שחר- הכנסות עצמיות,,,,,
01,3467|346|34|3,1.346701.930,מעון שחר נכים,,,,108750,161142
02,3467|346|34|3,1.346702.930,תוכניות שיקום לנכים,,,,302250,364119
3468,346|34|3,1.346800.930,מרכזי יום שיקומיים,,,,135000,171881
02,3468|346|34|3,1.346802.930,נכים שיקום,,,,41330,34859
3471,,1.347100.930,נערות במצוקה,,,,52500,95189
01,3471|347|34|3,1.347101.490,טיפול בנוער ובצעירים,,,,,20000
01,3471|347|34|3,1.347101.930,טיפול בנוער ובצעירים,,,,21000,33676
3472,347|34|3,1.347200.930,חסות ארצי ומקומי,,,,,43751
3473,,1.347300.490,מלחמה בסמים,,,,,10200
3473,,1.347300.930,מלחמה בסמים - משרד הרווחה,,,,44089,39319
3474,,1.347400.930,ילדים במפתנים ממשלתי,,,,79050,88131
3482,348|34|3,1.348200.930,קהילה- נפגעי תאונות דרכים,,,,,
3483,,1.348300.920,מתנדבים - משרד החינוך,,,,,
3483,,1.348300.930,מתנדבים - משרד הרווחה,,,,15000,9555
3484,,1.348400.930,"שי""ל",Citizens Advice Bureau,,,,488
349,,1.349000.490,טיפול בעולים  - השתת' הורים,New immigrants activities - income from particpators,,,,
349,,1.349000.930,טפול עולים,New immigrants activities,,,,82535
36,,1.360000.690,קליטה הכנסות עצמיות,Departmnet of Absorption- municipal income ,,,30000,33605
36,,1.360000.700,קהילה אתיופית - תרומות,Ethiopian comunity- donation,,,,
36,,1.360000.910,השתתפות ממשלה,Governmnet funding,,,,
36,,1.360000.950,השת. מ.הקליטה עולים פרוייקטים,M. Absorption funding- New imigrant projects,,,187500,215570
36,,1.360000.951,מצ'ינג קהילה אתיופית -  מ.קליטה,Ethiopian comunity- matching by m,,,,
37,,1.370000.490,איכות הסביבה-הכנסות עצמיות, environmental department-municipal income,,,,613
37,,1.370000.900,איכות הסביבה-השתת' המשרד, environmental department-government funding,,,239558,3650.5
4131,,1.413100.210,מים כללי צריכה שוטפת,Water - genral usage,,,16000000,18530189.94
4132,,1.413200.210,מים פיגורים,water-Arrears,,,1500000,1399708.61
4133,413|41|4,1.413300.210,אגרות מדי מים,Water meter fees,,,40000,51372.66
4133,413|41|4,1.413300.290,מים - היטל בצורת,Water -Drought fee,,,,4840.74
4133,413|41|4,1.413300.295,מים- השתת' רשות המים,Water authority funding,,,,
4133,413|41|4,1.413300.800,אגרות מים בעלים,Water- house owner fees,,,693938,800165.5
433,,1.433000.640,הכנסות משכירות,Water-rental income,,,525000,780264.71
472,,1.472000.210,אגרות ביוב שוטף,Water- Sewerage fees-genral,,,5500000,5970911.69
472,,1.472000.800,אגרות ביוב בעלים,,,,589821,693599.75
4722,472|47|4,1.472200.210,ביוב פגורים,,,,700000,647732.69
474,,1.474000.210,השתתפות עירית שפרעם ת.שאיבה,,,,300000,584026.02
474,,1.474000.220,השתת' עיריית חיפה(ת.שאיבה),,,,54000,
474,,1.474000.800,השתתפות תאגיד מים וביוב,,,,,
474,,1.474000.810,תאגיד מים-הלוואת בעלים,,,,,
513,,1.513000.662,הכנסות משנים קודמות,,,,,16001
5911,591|59|5,1.591100.910,מענק לכיסוי גרעון,,,,,
594,59|5,1.594000.490,רווחת העובד - הכנסות,Employee wellfare - income,,,,12368
594,59|5,1.594000.990,"הכנסות בצ""מ משרדי ממשלה",,,,,
6111,,1.611100.110,ראש הרשות וסגניו - שכר,,,,1172634,1237525.39
6111,,1.611100.120,תוספות שאינן נכללות,,,,,
6111,,1.611100.181,שכר הפרשות סוציאליות,,,,,
6111,,1.611100.182,שכר מסים ועלויות,,,,,
6111,,1.611100.320,שכר נבחרים פיצויים,,,,,
6111,,1.611100.511,ראש הרשות ומועצה כיבודים,,,,20000,14334.17
6111,,1.611100.531,ראש הרשות-רכב דלק,,,,14000,15927.19
6111,,1.611100.532,ראש הרשות-רכב תיקונים,,,,4000,2506.61
6111,,1.611100.534,ראש הרשות-רכב ליסינג,,,,56500,42952
6111,,1.611100.541,ראש הרשות וסגניו-סלולרי,,,,17500,26166.97
6111,,1.611100.810,ראש הרשות וסגניו- מתנות והשתתפויות,,,,35000,69724.6
6111,,1.611100.811,תמיכות ועדה מויין מחדש,,,,,
6111,,1.611100.812,"תמיכה גנ""י מויין מחדש",,,,,
612,,1.612000.110,מבקר הרשות - שכר,,,,484805,488761.3
612,,1.612000.120,תוספות שאינן נכללות,,,,,
612,,1.612000.181,שכר הפרשות סוצ,,,,,
612,,1.612000.182,שכר מסים ועלויות,,,,,
612,,1.612000.521,מבקר-השתלמויות,,,,2000,2216
612,,1.612000.531,מבקר-רכב דלק,,,,9600,10394.5
612,,1.612000.532,מבקר-רכב תיקונים,,,,1000,1185.22
612,,1.612000.534,מבקר-רכב ליסינג,,,,46800,41724.12
612,,1.612000.541,מבקר-טלפון סלולרי,,,,4000,5655.58
612,,1.612000.780,מבקר- הוצ' שונות,,,,12000,14994.36
613,,1.613000.110,מזכירות - שכר,,,,1293265,1424615.35
613,,1.613000.120,מזכירות שכר - תוספות שאינן נכללות,,,,,
613,,1.613000.130,מזכירות שכר - שעות נוספות,,,,63460,99326.15
613,,1.613000.181,מזכירות שכר - הפרשות סוצ,,,,,
613,,1.613000.182,מזכירות שכר -  מסים ועלויות,,,,,
613,,1.613000.320,מזכירות שכר - פיצויים,,,,,11629
613,,1.613000.420,מזכירות- אחזקה ותיקונים,,,,15000,16138.21
613,,1.613000.430,מזכירות-חשמל,,,,90000,67896.93
613,,1.613000.432,מזכירות- מים וביוב,,,,24068,31978.7
613,,1.613000.440,מזכירות ביטוח,,,,100000,144780.97
613,,1.613000.470,מזכירות-ציוד משרדי,,,,20000,24878.51
613,,1.613000.511,מזכירות כיבודים,,,,35000,47654.12
613,,1.613000.512,מזכירות הוצ' נסיעות,,,,4000,5056.67
613,,1.613000.520,מזכירות ספרות מקצועית,,,,20000,22892.53
613,,1.613000.531,מזכירות- רכבים דלק,,,,27500,36438.97
613,,1.613000.532,מזכירות- רכב תיקונים,,,,20000,58363.42
