PARENT,PARENT SCOPE,CODE,NAME,NAME_EN,NAME_RU,NAME_AR,BUDGET,ACTUAL
6131,613|61|6,1.613100.522,רשומות ועיתונות,Newspapers and subscriptions,,,35000,37229.3
6131,613|61|6,1.613100.523,משלוחים ונסיעות,Deliveries and travel,,,5000,4957.59
6131,613|61|6,1.613100.540,טלפון ודאר,Telephone and mail,,,135000,116780.29
6131,613|61|6,1.613100.542,שירותי מיחשוב,Computer services,,,277000,260829.85
6131,613|61|6,1.613100.560,משרדיות והדפסות,Office and printing expenses ,,,72000,72640.46
6132,613|61|6,1.613200.560,מנגנון הוצאות שונות,Miscellaneous expenses,,,64000,100289.18
614,,1.614000.750,אחזקת אתר אינטנרט,Website maintenance,,,75000,69460.8
614,,1.614000.780,עלונים והסברה,Brochures and publicity ,,,45000,4640
614,,1.614000.781,עיתון מקומי,Local newspaper,,,26000,21088.8
614,,1.614100.750,יעוץ משרדים חיצוניים,External consultancy firms,,,100000,80808.8
617,,1.617000.750,יעוץ משפטי שוטף,Retainer legal consultancy,,,380000,460010.22
619,61|6,1.619000.780,בחירות,Elections,,,,
621,,1.621000.110,גזבר ומזכיר,Treasurer and secretary,,,365000,354306.65
621,,1.621000.530,ליסינג גזבר-מזכיר,Car lease for treasurer and secretary,,,78000,69668.53
6211,,1.621100.750,רכש,Procurement,,,150000,149640
6212,,1.621200.750,יועץ השקעות,Investment consultant,,,45000,44868.9
6213,,1.621300.750,שרותים - הנה'ח,Accountancy services,,,415000,373258
623,,1.623000.750,מערכת גביה,Collection system,,,205000,125788.76
631,,1.631000.610,הוצאות בנקאיות,Bank expenses,,,40000,43914.28
631,,1.631000.611,עמלת כרטיסי אשראי,Credit cards service charge ,,,140000,154841.89
7122,,1.712200.110,שכר עובדת ניקיון,Cleaning staff salary,,,105000,98885.87
7123,,1.712300.750,קבלן אשפה וגזם,Garbage and foliage collection contractor  ,,,1327000,1325958
714,,1.714000.750,וטרינר ע' קבלנית,Veterenary contractor,,,40000,35133.88
7143,,1.714300.750,לכדידת כלבים חתולים עב' קבלנית,Dog and cat catcher contractor,,,40000,37801.35
7153,,1.715300.750,הד' מזיקים-עב.קבלנית,Pest control contractor,,,130000,96059.09
722,,1.722000.750,שמירה-קבלן אבטחה,Security services contractor,,,540000,537561.87
723,,1.723000.812,פיקוד העורף,Army Home Front Command,,,25000,18518.08
724,,1.724000.830,כבאות-איגוד ערים,Firefighting - municipal association ,,,95000,98000
725,,1.725000.110,משמר הכפר,Civil Guard (Mishmar Ezrachi),,,103000,96442.11
725,,1.725000.530,"ליסינג-קב""ט",Car lease  for security officer,,,,
725,,1.725000.780,משמר הכפר,Civil Guard (Mishmar Ezrachi),,,70000,74480.13
7251,725|72|7,1.725100.110, קב'ט,Security officer ,,,67000,46031.25
726,,1.726000.740,מל'ח/פס'ח,State of emergency/evacuation/relief,,,15000,17317.32
726,,1.726000.750,יחידת חילוץ,Rescue squad,,,,
73,,1.730000.540,תקשורת-הנדסה,Communications - engineering,,,10000,8395.7
73,,1.730000.570,מיחשוב ושירות תוכנה,Computer and software services,,,213000,118243.09
73,,1.730000.750,תכנון-עבודה קבלנית,Planning contractor,,,900000,706702.77
731,,1.731000.110, מהנדס הרשות,Municipality engineer,,,400000,373524.62
731,,1.731000.530,ליסינג מחלקת הנדסה,Car lease for engineering department,,,25000,0
731,,1.731000.750,"סקרי בטיחות,איטום",Safely and sealing surveys ,,,200000,193455.03
7311,731|73|7,1.731100.110,מזכירה מח'הנדסה,Engineering department secretary,,,105000,95513
7312,731|73|7,1.731200.110, מזכירות-כללית,General secretary,,,86000,81879.99
7312,731|73|7,1.731200.750,שמאות מקרקעין,Land and realestate apprasing ,,,1430000,1438479.29
7312,731|73|7,1.731200.930,רכישת רכב פולאריס,Purchase of a Toyota Polaris car,,,,
7313,731|73|7,1.731300.110,שכר הנדסאית,Practical engineer - salary,,,115000,112304.25
7313,731|73|7,1.731300.750,יעוץ מחשוב ותקשורת,Computre and communications consultancy,,,95000,54919.12
7314,731|73|7,1.731400.750,אחזקת ביוב,Sewage maintenance,,,68000,44196
10,7314|731|73|7,1.731410.750,עבודות עפר,Earthworks,,,35000,23287
7315,731|73|7,1.731500.750,תשתיות לאומיות,National infrastructure ,,,450000,327337.48
7315,731|73|7,1.731500.780,הוצ'שונות הנדסה,Misc engineering expenses,,,20000,23519.37
7316,731|73|7,1.731600.750,"שרותי מ.גביה,ה.השבחה","Collection department services, betterment tax",,,125000,88160
7317,731|73|7,1.731700.780,תשלום לוועדה מרחבית,Payment to the district planning and building committee ,,,300000,432000
7318,731|73|7,1.731800.750,משפטיות הנדסה,"Legal, engineering",,,500000,444296.37
7319,731|73|7,1.731900.750,סימון דרכים,Road marking ,,,80000,28915.92
7323,,1.732300.750,עבודה קבלנית,Contract work,,,1550000,770502.44
7323,,1.732300.751,מצלמות-עבודה קבלנית,Cameras - contract work,,,,
7325,732|73|7,1.732500.750,הכנת תוכנית אב,Preparation of master plan,,,,
7345,734|73|7,1.734500.780,"ע""ש עבודות ניקוז -חד פעמי",Drainage work - one time ,,,0,2073
7355,735|73|7,1.735500.530,אחזקת כלי רכב וביטוח,Maintenance and insurance on cars,,,176000,195636.01
741,,1.741000.110,מנהל אחזקה-שכר,Maintenance manager - salary,,,205000,180925.18
741,,1.741000.210,שכר עובדי אחזקה,Maintenance employees - salary,,,200000,214645.24
742,,1.742000.110,שמירת הסביבה-שכר,Environmental protection - salary,,,40000,43574.61
742,,1.742000.420,"אחזקה כללית-מוצרי ניקיון,מתקנים","General maintenance - cleaning supplies, repairs",,,325000,317706.43
742,,1.742000.421,אחזקת כלים,Tools maintenance ,,,8000,9415.5
742,,1.742000.432,צריכת מים,Water consumption,,,144000,133414.4
742,,1.742000.742,"מיזוג ,מעליות,מטפים,מ.גילוי","A/C, elevators, fire extinguishers, detection systems  ",,,77000,78897.55
742,,1.742000.781,מיחזור נייר ובקבוקים,Paper and bottle recycling,,,42000,40835.57
743,,1.743100.431,חשמל תאורת רחובות,Electricity and street lighting ,,,300000,253268.54
743,,1.743100.750,תאורת רחובות ע.קבלנית,Street lighting contractor,,,158000,163838.65
745,,1.745000.810,איגוד ערים לניקוז,Municipal association for drainage,,,14000,0
746,,1.746000.720,"אח' גנים-צמים,מים,שונות","Gardening maintenance - plants, water, misc",,,0,0
746,,1.746000.750,קבלן גינון,Gardening contractor,,,415000,308717.43
746,,1.746000.780,משתלה,Nursery (gardening)  ,,,80000,56276.43
746,,1.746100.750,עובדי משק - קבלן,Cleaning and maintenance workers - contractor,,,910000,900390.68
769,,1.769000.440,ביטוחים,Insurance policies,,,260000,300896.59
78,,1.780000.532,אחזקה ודלק,Maintenance and fuel,,,0,0
781,,1.781000.110,מנהל מחלקת רישוי עסקים ופיתוח,Head of the Department of Business Licensing and Development,,,165000,161998.33
781,,1.781000.210,פקחים שכר,Salaried inspectors,,,250000,241768.89
781,,1.781000.750,פקחים מרכז מסחרי-עבודה קבלנית,Shopping center inspectors - contractor,,,0,35
781,,1.781000.940,אכיפת חוקי עזר,Enforcement of bylaws,,,230000,220904.03
812,,1.812000.110, סייעות לגננות,Kindergarten assistants ,,,360000,378446.1
8122,,1.812200.430,אחזקת גן תאנה,Maintenance - Te'ena kindergarten,,,14000,11322.34
8122,,1.812200.470,חומרים גן תאנה,Materials - Te'ena kindergarten ,,,12000,10664.39
8122,,1.812200.752,גננות עובדות מדינה,State employed kindergarten teachers,,,,
8122,,1.812200.780,גני ילדים  הוצ'שונות,Kindergartens - misc expenses,,,18000,0
8122,,1.812200.810,גננות עובדות מדינה,State employed kindergarten teachers ,,,360000,269305.63
8123,,1.812300.430,אחזקת גן רימון,Maintenance - Rimon kindergarten ,,,14000,11300.09
8123,,1.812300.470,חומרים גן רימון,Materials - Rimon kindergarten,,,12000,11961
8124,812|81|8,1.812400.430,אחזקת גן גפן,"Maintenance - Gefen kindergarten
",,,,
8124,812|81|8,1.812400.470,חומרים גן גפן,Materials - Gefen kindergarten,,,,
8125,,1.812500.210,סייעות-צהרון,Assistants - after school child care program,,,,
10,8125|812|81|8,1.812510.750,מפעיל צהרון,After school child care program operator ,,,250000,228972.86
8132,,1.813200.810,תקציב ב'יס יסודי משותף,Joint Elementary School budget,,,750000,750000
8132,,1.813200.811,השתתפות משרד החינוך בי'ס יסודי,Joint Elementary School - Ministry of Education share,,,335000,402250.48
8132,,1.813200.812,"השתת'סייעות לבי""ס-מ.החינוך",Teaching assistants - Ministry of Education share,,,90000,201819
8132,,1.813200.813,השתת'סייעת-הורים ורשויות,Teaching assistants - parent and municipality share,,,,
8132,,1.813200.820,תקציב נוסף לבי'ס-פרויקטים,Additional school budget - projects,,,380000,455526.5
8138,,1.813800.110,"קייטנה גנ""י -שכר",Summer day camp kindergartens - salaries,,,,
8138,,1.813800.780,קייטנה גני ילדים,Summer day camp kindergartens  ,,,60000,85648.95
815,,1.815000.760,שכר לימוד - תלמידי חוץ,Tuition - external students (who do not live in Kfar Shmaryahu),,,150000,49497.6
8171,,1.817100.110, קב'ט בית ספר,School security officer,,,53000,48219.64
8173,,1.817300.110,"שכר שפ""ח",Educational psychology service - salaries,,,176000,181308.33
8173,,1.817300.780,שפ'ח הוצאות שונות,Educational psychology service - misc expenses,,,8000,9556.78
10,8173|817|81|8,1.817310.781,מ.טיפולית-כלנית,Calanit Diagnostic Center for children with special needs - Therapy,,,15000,12452.24
20,8173|817|81|8,1.817320.210,שכר כלנית,Calanit Diagnostic Center for children with special needs - salaries,,,110000,233968.99
20,8173|817|81|8,1.817320.750,עב''קבלנית-מ.כלנית,Calanit Diagnostic Center of children with special needs - contract work,,,225000,226624.14
8178,,1.817800.750,הסעת תלמידים,Student transportation,,,90000,40170.64
8178,,1.817800.780,החזר נסיעות תלמידים,Expense returns for student transportation,,,30000,59564
8193,819|81|8,1.819300.780,פעולות ספורט-בית ספר,School sports activities,,,,
8194,819|81|8,1.819400.780,פעולות תרבות,Cultural activities,,,,
822,,1.822000.780,חגיגות וטכסים,Celebrations and ceremonies,,,385000,441449.73
823,,1.823000.470,ספרים לספריה,Library books,,,20000,19696.15
823,,1.823000.780,ספריה-שונות,Library - misc.,,,13000,10430.99
823,,1.823100.110,שכר עוזרים בספריה,Library assistants - salary,,,120000,95105.29
824,,1.824000.430,חשמל ותאורה,Electricity and lighting ,,,220000,200608.95
824,,1.824000.750,ציוד לחוגים,After-school activities - equipment,,,15000,14188.24
8241,824|82|8,1.824100.110, רכזת תרבות,Cultural coordinator,,,220000,215088.62
8242,824|82|8,1.824200.110,שכר חוגים ומדריכים,After-school activities - salaries and counselors,,,150000,126676.92
8242,824|82|8,1.824200.750,מדריכי חוגים,After-school activities counselors,,,1680000,2034198.79
8243,824|82|8,1.824300.480,מרכז למידה וייל-הוצ'הפעלה,Weil Learning Center - operating expenses ,,,95000,93835.72
8243,824|82|8,1.824300.750,מרכז למידה וייל-עב'קבלניות,Weil Learning Center - contractor work,,,220000,196119
8244,824|82|8,1.824400.430,בית ראשונים-הפעלה,Beit Rishonim Museum - operating expenses,,,50000,48658
8254,,1.825400.110,שכר-מנצח המקהלה,Choir conductor - salary,,,55000,67018.07
8254,,1.825400.780,מקהלת כפר שמריהו,Kfar Shmaryahu Choir,,,50000,55534
826,,1.826000.210,עובד אחזקה-(ציון),Maintenance employee (Tsiyon),,,60000,65667.17
826,,1.826000.434,נקיון וייל,Weil Center - cleaning ,,,264000,271795
826,,1.826000.470,אחזקה - וייל,Weil Center - maintenance,,,190000,197618.13
826,,1.826000.780,מרכז וייל-הוצאות שונות,Weil Center after-school program - misc expenses,,,20000,29683.82
8261,,1.826100.780,גופים ייצוגיים,Formal representative groups,,,31000,37506.64
8264,,1.826400.110,מנהלת בית וייל,Weil Center - management ,,,255000,272477.08
8264,,1.826400.210,מנהל אחזקה -וייל,Weil Center - maintenance manager,,,230000,215103.38
8264,,1.826400.480,הוצאות הפעלה-בית וייל,Weil Center - operating expenses,,,220000,228917.2
8264,,1.826400.530,ליסינג מחלקת תרבות-פנינה,Car leasing for culture department - Pnina,,,20000,2841
8264,,1.826400.550,הוצאות שיווק בית וייל,Weil Center marketing expenses,,,45000,44996
8264,,1.826400.780,רכישת מופעים לאודיטוריום,Weil Center auditorium - purchase of shows ,,,1212000,1148489.83
10,8264|826|82|8,1.826410.110, רכזת חוגים,After-school activities coordinator,,,145000,184459.62
828,,1.828000.780,תמיכה בתנועות נוער,Youth movements - support,,,150000,150000
828,,1.828000.782,תנועות נוער-אחזקה,Youth movements - maintenance,,,0,668.51
828,,1.828000.810,תמיכה בתנועות נוער,Youth movements - support,,,,
828,,1.828000.811,השתת'בית נוער -פעילות,Youth House - activities,,,,
8293,829|82|8,1.829300.750,תוכנית ישובית לעידוד הספורט-בוינגייט,Community plan to promote sports (at Wingate Institute for Physical Education and Sports),,,50000,32732
8293,829|82|8,1.829300.780,פעולות ספורט,Sport activities,,,23000,22462.13
836,,1.836000.830,השתת' למד'א-נט'ן,Share in emergency medical services (Red Star of David and Natan),,,3000,3104
84,,1.840000.840,משרד הרווחה,Welfare office ,,,650000,579381
841,,1.841000.110,שכר-מנהלת השירות הסוציאלי,Social services manager - salary,,,133000,139323.18
841,,1.841000.840,הוצאות שונות-רווחה,Social services - misc expenses,,,25000,32348.86
8411,841|84|8,1.841100.110,"עו""ס נוער-שכר",Youth social worker - salary,,,,
8411,841|84|8,1.841100.840,מלחמה בסמים ואלימות,War on drugs and violence,,,13000,8852
8444,,1.844400.110,רכזת מועדון+,Plus Club coordinator,,,135000,128428.43
8444,,1.844400.780,מועדון +,Plus Club ,,,380000,371376.51
8454,845|84|8,1.845400.840,"הסעות למפעל יום  למפגר מע""ש",Transportation to factory facility for the mentally retarded ,,,0,41249.6
851,,1.851000.810,השתתפות במועצה דתית,Municipality share in Religion Council ,,,545000,540041
991,,1.991000.310,פנסיונרים ברשות,Retirees of Kfar Shmaryahu,,,1260000,1229832.8
991,,1.991000.311,השתת'גמלאים-אוצר,Retirees - Ministry of Finance share,,,1000,1056
991,,1.991000.312,מבטחים-השתת'פנס'-דמון תמר,"Pension fund (""Mivtahim"") for Tamar Damon",,,0,16667.05
992,99,1.992000.320,פורשים (רזרבה תקציבית),Budget reserve for retirees,,,,
994,,1.994000.780,הוצאות שנים קודמות,Expenses previous years ,,,50000,37295.48
02,995|99,1.995002.860,הנחות בארנונה,Discounts on resident property taxes ,,,500000,601307
02,995|99,1.995002.861,הנחות לתשלום מראש,Discounts on pre-payments,,,110000,109779
999,,1.999000.970,הוצאות עודפות,Excess expenses,,,0,73730
999,,1.999000.980,הוצאה מותנת,Conditional expense,,,,
